sentence_num,diff_line,county,state
24,"A complete list and map of COVID - 19 screening locations in Spokane County is available at https://srhd.org/ For additional official information about the screening clinic and the Inland COVID Response , refer to spokanecovidresponse.or g ### Page -1- U. S. Department of Justice United States Attorney Eastern District of Washington PRESS RELEASE FOR IMMEDIATE RELEASE Friday, March 20, 2020 FOR INFORMATION CONTACT: George J.C. Jacobs, III Public Information Officer (509) 353 -2767 UNITED STATES ATTORNEY WILLIAM D. HYSLOP ADDRESSES COMMUNITY SAFETY AND ISSUES WARNING AGAINST COVID -19 FRAUD SCHEMES AND OTHER CRIMES Spokane, Washington Œ William D. Hyslop, United States Attorney for the Eastern District of Washington, addressed the status of the public safety amidst the COVID -19 pandemic.",spokane,Washington
25,"Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release April 1 8 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (S R HD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
26,"!,,,""!)",spokane,Washington
27,"Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 2 6 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
28,"### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 1 6 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
29,"### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 1 4 , 2020 90 - day regional COVID - response shelters to open this week Sites meet physical distancing requirements to limit spread of illness in shelters Two temporary shelter locations will open this week to accommodate physical distancing among unsheltered adults , replacing sites that have been utilized for the community response to COVID - 19, the regional Emergency Operations Center (EOC) announced today.",spokane,Washington
30,"### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 1 2 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed no new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
31,"Our Washington Listens partners: American Indian Community Center (AICC) Colville Tribes Community Integrated Health Services (CIHS) Crisis Connections Frontier Behavioral Health Okanogan Behavioral Healthcare (OBHC) Swinomish Tribe CALL Washington Listens 1-833- 681 -0211 Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 1 3 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
32,"### LOCAL HEALTH OFFICER DIRECTIVE Whereas , on February 29, 2020, Governor Jay Inslee proclaimed a state of emergency within the State of Washington due to COVID -19; and Whereas , on March 14, 2020, the first confirmed cases of COVID -19 were identified in Spokane County; and Whereas a state of emergency within Spokane County due to COVID -19 was declared on March 20, 2020; and Whereas , on March 11, 2020, the World Health Organization declared a state of pandemic due to COVID -19; and Whereas, on March 13, 2020, President Donald Trump declared a National Emergency due to COVID -19, and on March 22, 2020 a Major Disaster was declared for the State of Washington; and Whereas , on March 23, 2020, Governor Inslee imposed a ﬁStay Home Œ Stay Healthyﬂ Order throughout Washington State prohibiting all people in Washington State from leaving their homes or place of residence except (1) to conduct or participate in essential activities and/or (2) for employment in essential services, thus precluding participation in social, spiritual, and recreational gatherings of any kind regardless of the number of participants, and closing all non -essential businesses in Washington State; and Whereas , on May 4, 2020, Governor Inslee issued a Proclamation modifying his ﬁStay Home Œ Stay Healthyﬂ Order, with a phased -in approach to re -open Washington, which will increase the number of interactions among Spokane County residents and the frequency of their encounters with non -household members, and will increase their risk of exposure to persons with infec tious COVID -19; and Whereas , the age, condition, and health of a significant portion of the population of Spokane County and its local cities and towns places it at risk for serious health complications, including death, from COVID -19; and Whereas, a large surge in the number of persons with serious infections can compromise the ability of the regional healthcare system to deliver necessary healthcare to the public; and Whereas , individuals can be infected and contagious before or even without developing symptoms (pre -symptomatic and asymptomatic), and the evidence suggests a significant number of infections may be transmitted in this manner; and Whereas, the United States Center s for Disease Control and Prevention (ﬁCDCﬂ) confirmed that a significant number of individuals who are infected remain asymptomatic and that as many as 25 percent of these individuals may contribute to transmission of the SARS -CoV -2 virus; and Whereas , on e key transmission method for COVID -19 is respiratory droplets that individuals expel when they breathe, talk, cough or sneeze; and Whereas , the CDC recommends that members of the public should cover their noses and mouths with a cloth face covering to pre vent inadvertently spreading COVID -19 while interacting with others outside their homes in public settings where other social distancing measures are difficult to maintain; and wearing a fabric mask can help prevent the spread of infection to others when t he mask is worn by someone who already is infected with the virus that causes COVID -19, even Local Health Office Order - COVID -19 Face Covering Directive May 20, 2020 if they don't have symptoms.",spokane,Washington
33,"Signed and directed this 20 th day of May 2020, in Spokane, Washington, by ____________________________ Dr. Bob Lutz , MD, MPH, Hea lth Officer 1 Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release: April 1 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SPHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
34,"!!!""#$%&!'()*&+*,!-.(/&)#'01234#5.",spokane,Washington
35,"News Release FOR IMMEDIATE RELEASE Date: 0 5/12 /2020 SPOKANE COUNTY SEEKS VARIANCE FROM GOVERNOR FOR PHASE 2 SPOKANE COUNTY, Wash.",spokane,Washington
36,"CONTACT: Jared Webley Public Policy and Communications Manager Office: (509) 477 - 2479 Cell: (509) 960 - 1082 jcwebley@spokanecounty.org Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release April 1 7 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (S R HD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
37,"Scraping from http://whatcomcounty.us/3388/COVID-19-Testing COVID-19 Testing Page updated: Sunday, August 16, 11:15 a.m.I am looking for...Scheduling a testing appointment with the WCHD/WUC mobile testingAll Whatcom County testing locationsHow to get testedTesting costsMobile Testing Program Drive-through testing is available through our mobile testing program at no cost to you.",whatcom,Washington
38,"Testing is available by appointment only.Current location:211 E Champion Street, BellinghamWhatcom County Parking Lot across from WTA Downtown Station.",whatcom,Washington
39,"Current hours:1:00 - 4:00 p.mMonday, August 19 - Wednesday, August 19Friday, August 21Saturday, August 22Capacity:Up to 240 people per dayRegister for an appointmentYou can make an appointment:Online at TestDirectly.com/whatcom.By phone at 360-778-6075.",whatcom,Washington
40,Phone lines are open daily from 8:30 a.m. to 4:00 p.m.,whatcom,Washington
41,"Interpretation services for languages other than English are available by phone.Appointments for the following week will open each Saturday.Anyone can get tested at no cost to them through the mobile testing program, including people without insurance or a physician referral.If you have insurance, you must provide insurance information for billing purposes when you schedule an appointment.",whatcom,Washington
42,"People with insurance may be held responsible for the cost of a COVID-19 test if they do not provide their existing health insurance information.If you don't have insurance, you can also be tested at no cost to you through a federal program that will reimburse the health department for all costs associated with the test.Test results If your test result is positive, you will receive a call from us to notify you.You can also receive your results electronically when you provide your email address while registering for a testing appointment.",whatcom,Washington
43,"To get your results through the online portal:Enter your email address when you sign up for a testing appointment.Within 24 hours of being tested, you will receive an email from TestDirectly explaining how to access your test results.If you do not provide an email address when registering, you will receive a call from WCHD within 72 hours notifying you of your test result (positive or negative).",whatcom,Washington
44,Whatcom County Testing LocationsMany healthcare providers in Whatcom County offer testing.,whatcom,Washington
45,The table below is updated weekly with information about which providers currently test for COVID-19.,whatcom,Washington
46,(A list of testing locations is also available as a PDF.,whatcom,Washington
47,")Northwest Laboratory at 3548 Meridian Street, Suite 101 in Bellingham offers drive-through testing for patients who have referrals from their healthcare provider and have made appointments.",whatcom,Washington
48,Visit their website for more information.,whatcom,Washington
49,"Friday, August 14, 2020 Video: Stay safe during heat, and pandemic VIDEO: STAY SAFE DURING HEAT, It's going to be warm this weekend.",snohomish,Washington
50,"The Joint Information Center published a brief social AND PANDEMIC media video offering tips for staying cool, safe and kind during the COVID-19 crisis.",snohomish,Washington
51,"The Joint Information Center published a In general, when at home or work: brief social media video offering tips for • Stay hydrated staying cool, safe and kind during the • Avoid strenuous activity COVID-19 crisis.",snohomish,Washington
52,"• Use cold washcloths on your neck or wrists • Use fans to circulate the air • Close curtains or blinds to keep heat out • Close the doors of unused rooms Avoid outdoor activities during the peak heat of the day (usually 3-6pm) Facebook Twitter Red Flag warning issued for east Snohomish County RED FLAG WARNING ISSUED FOR The weekend’s forecast hot temperatures and dry conditions prompted the National Weather EAST SNOHOMISH COUNTY Service Friday to issue a Red Flag warning for fire risk covering most of the mountainous areas The National Weather Service Friday of Western Washington, including high country in east Snohomish County.",snohomish,Washington
53,The alert is issued a Red Flag warning for fire risk scheduled to remain in effect through Sunday night.,snohomish,Washington
54,"Meanwhile, a burn ban is in place countywide.",snohomish,Washington
55,Learn more about wildfire risks here through Snohomish County DEM’s covering most of the mountainous areas interactive hazard map.,snohomish,Washington
56,"of Western Washington, including high country in east Snohomish County.",snohomish,Washington
57,A burn ban is in place countywide.,snohomish,Washington
58,Drive-thru coronavirus testing scheduled next week in Everett DRIVE-THRU CORONAVIRUS The Snohomish Health District is continuing testing at 3900 Broadway in Everett.,snohomish,Washington
59,Testing will TESTING SCHEDULED NEXT WEEK be in the large parking lot near Everett Memorial Stadium.,snohomish,Washington
60,"IN EVERETT The entrance for testing is off of Broadway, following signage and cones.",snohomish,Washington
61,"There have been Next week’s Snohomish Health District some issues with people trying to access other entrances, or approaching staff in the drive-thru testing schedule has been Community Resource Center for questions.",snohomish,Washington
62,Testing cannot be accessed off of 41st Street.,snohomish,Washington
63,announced.,snohomish,Washington
64,Testing will be in the large parking lot near Everett Memorial Stadium with entrance off of Broadway only.,snohomish,Washington
65,Eligibility criteria remains the same as previous weeks.,snohomish,Washington
66,Registration is now open at www.snohd.org/drive-thru-testing.,snohomish,Washington
67,The Health District is working to establish a phone number for those without internet access or needing an interpreter.,snohomish,Washington
68,Look for more details when that is up and running.,snohomish,Washington
69,"Modifications to state reporting of COVID tests not likely to have big impact MODIFICATION TO STATE On Wednesday, the state REPORTING OF COVID TESTS NOT Department of Health LIKELY TO HAVE BIG IMPACTS announced changes in how they report negative tests.",snohomish,Washington
70,"Changes to how the state Department of COVID-19 testing data will Health reports negative COVID-19 soon reflect the total testing data will soon reflect the total number of tests completed, number of tests completed, rather than rather than the total number of unique individuals ever tested negative.",snohomish,Washington
71,the total number of unique individuals ever tested negative.,snohomish,Washington
72,This will not This will not impact how positive test results are reported or calculated.,snohomish,Washington
73,"While there may be impact how positive test results are some minor fluctuations in Snohomish County’s positivity rate while DOH makes the adjustments, the Health District will still be able to track and follow-up on positive cases.",snohomish,Washington
74,"reported and should not have a big impact on the data provided by the Finally, while the positivity rate is one metric being tracked, it is not the only one.",snohomish,Washington
75,As shown in Snohomish Health District.,snohomish,Washington
76,"the Snohomish Health District’s weekly snapshot, there are a number of metrics being monitored.",snohomish,Washington
77,This snapshot is what many of schools and businesses monitor most closely.,snohomish,Washington
78,"In the current moment, Snohomish County’s high case rate is the dominant factor in deliberations and guidance regarding public health interventions.",snohomish,Washington
79,"Statewide and regional findings inform the Health District’s situational awareness, but disease control decision making here in Snohomish County are based on local data.",snohomish,Washington
80,"New report explores options for minimizing COVID-19 risks, maximizing NEW REPORT EXPLORES OPTIONS education FOR MINIMIZING COVID-19 RISKS, The State Department of Health and Public MAXIMIZING EDUCATION Health – Seattle & King County on Friday A new report released by the State released a new report by the Institute for Department of Health and Public Health Disease Modeling (IDM) that measures the tradeoffs between minimizing COVID-19 – Seattle & King County measures the related health risks and maximizing tradeoffs between minimizing COVID-19 educational benefits for students when Washington’s K-12 schools resume instruction.",snohomish,Washington
81,"While risks and maximizing educational the educational benefits of in-person learning are well established, the report shows there are benefits.",snohomish,Washington
82,still significant risks associated with returning to in-person instruction.,snohomish,Washington
83,"Reopening schools in a community where there is a high incidence of COVID-19 and with few public health countermeasures likely would mean classrooms where more than 17% of students and more than 24% of teachers are infectious, the study found.",snohomish,Washington
84,"At the same time, risks could be substantially reduced if school districts required mask- wearing, social distancing, frequent hand washing, the segmentation of students into smaller cohorts and the implementation of rigorous daily symptomatic screening supported by testing, isolation and contact tracing.",snohomish,Washington
85,"But even with those strong countermeasures in place, up to 4.1% percent of students and 5.5% of teachers could still be infected between September 1 and December 1 if community incidence is high (110 COVID-19 cases per 100,000 population).",snohomish,Washington
86,"“What we have found is that there is no ‘zero-risk’ scenario for resuming in-person instruction in Washington state schools,” said Jamie Cohen, a co-author of the IDM report.",snohomish,Washington
87,“But our analysis shows that there are pathways to resuming limited and carefully monitored in-person instruction for younger students.,snohomish,Washington
88,"This can happen only if everyone works together to minimize disease transmission in their local communities.” For more information, see the report and full press release.",snohomish,Washington
89,Nearly all schools in Snohomish County have announced plans for distance learning options in the fall.,snohomish,Washington
90,"OSPI provides detailed guidance for supporting special education students OSPI PROVIDES DETAILED this fall GUIDANCE FOR SUPPORTING The state Office of Superintendent of Public Instruction (OSPI) has prepared a new publication SPECIAL EDUCATION STUDENTS with resources, guidance, best practices, and unique considerations for supporting students THIS FALL living with disabilities during the 2020–21 school year.",snohomish,Washington
91,OSPI has prepared a new publication Find the publication here.,snohomish,Washington
92,"with resources, guidance, best practices, and unique considerations for supporting students living with disabilities during the 2020-21 school year.",snohomish,Washington
93,"Monroe approves $50,000 in community relief grants to local service MONROE APPROVES $50,000 IN providers COMMUNITY RELIEF GRANTS TO The city of Monroe has approved $50,000 in CARES Community Relief LOCAL SERVICE PROVIDERS Grant awards, and is prepared for a potential second round.",snohomish,Washington
94,"The city of Monroe has approved The first round of approved grants went to 9 Monroe nonprofit $50,000 in CARES Community Relief agencies.",snohomish,Washington
95,"The awards range from $2,000 to $8,000 and were approved Grant awards for 9 Monroe nonprofit by the City Council at its August 11 regular meeting.",snohomish,Washington
96,agencies.,snohomish,Washington
97,The City is preparing for a The council also authorized a second round of the Community Relief potential second round.,snohomish,Washington
98,"Grant, totaling up $50,000, if an appropriate funding source becomes available.",snohomish,Washington
99,Details on a second round will be announced if opened.,snohomish,Washington
100,More details on the Monroe Community Relief Grant can be found at: https://www.monroewa.gov/956/Community-Relief-Grant.,snohomish,Washington
101,"CARES is the Coronavirus Aid, Relief and Economic Security Act.",snohomish,Washington
102,It is providing more than $2 trillion in economic assistance across the U.S. Sultan working to get PPE to local businesses SULTAN WORKING TO GET PPE TO The City of Sultan is now taking applications from LOCAL BUSINESSES Sultan businesses for a second round of grants to The City of Sultan is now taking provide personal protective equipment as part of the applications from Sultan businesses for a community’s COVID-19 response.,snohomish,Washington
103,"All businesses licensed within Sultan city limits are eligible to second round of grants to provide PPE receive packs of masks, gloves, cleaning supplies and as part of the City’s COVID-19 response.",snohomish,Washington
104,hand sanitizer.,snohomish,Washington
105,Businesses who received PPE packs during the first round are eligible to receive additional supplies during the second round.,snohomish,Washington
106,Apply here.,snohomish,Washington
107,"Insurance commissioner extends pandemic order through Sept. 15 INSURANCE COMMISSIONER Insurance Commissioner Mike Kreidler EXTENDS PANDEMIC ORDER extended his emergency order again, THROUGH SEPT. 15 directing all state-regulated health insurers to make additional coverage changes to aid Insurance Commissioner Mike Kreidler consumers during the coronavirus again extended his emergency order, pandemic.",snohomish,Washington
108,"His order is in effect until Sept. directing all state-regulated health 15 and requires health insurers to: insurers to continue to cover telehealth and all medically necessary diagnostic  Continue coverage for providing telehealth via methods including telephone and testing for flu, COVID-19, and other viral video chat tools such as Facetime, Facebook Messenger video chat, Google Hangout respiratory illnesses.",snohomish,Washington
109,"Details and links at video, Skype and Go-to-Meeting.",snohomish,Washington
110,right.,snohomish,Washington
111," Cover all medically necessary diagnostic testing for flu and certain other viral respiratory illnesses billed during a provider visit for COVID-19 with no copay, coinsurance or deductible.",snohomish,Washington
112," Treat drive-up testing sites for COVID-19 as provider visit with no copay, coinsurance or deductible.",snohomish,Washington
113,See the full press release for more information.,snohomish,Washington
114,IRS takes new steps to ensure people with children receive $500 Economic IRS TAKES NEW STEPS TO ENSURE Impact Payments PEOPLE WITH CHILDREN RECEIVE The Internal Revenue Service continues to look for ways to $500 ECONOMIC IMPACT help people who were unable to provide their information in PAYMENTS time to receive Economic Impact Payments for their children.,snohomish,Washington
115,"As part of that effort, the Internal Revenue Service announced The IRS announced it will reopen the today it will reopen the registration period for federal beneficiaries who didn’t receive $500 registration period for federal per child payments earlier this year.",snohomish,Washington
116,beneficiaries who didn’t receive the The IRS urges certain federal benefit recipients to use the IRS.gov Non-Filers tool starting Aug. $500 Economic Impact Payments for 15 through Sept. 30 to enter information on their qualifying children to receive the each child.,snohomish,Washington
117,supplemental $500 payments.,snohomish,Washington
118,"Those eligible to provide this information include people with qualifying children who receive Social Security retirement, survivor or disability benefits, Supplemental Security Income (SSI), Railroad Retirement benefits and Veterans Affairs Compensation and Pension (C&P) benefits and did not file a tax return in 2018 or 2019.",snohomish,Washington
119,"The IRS anticipates the catch-up payments, equal to $500 per eligible child, will be issued by mid-October.",snohomish,Washington
120,For more information see the full press release.,snohomish,Washington
121,"DOH: New report highlights COVID-19 cases are plateauing DOH: NEW REPORT HIGHLIGHTS The Washington State Department of Health (DOH) released the latest statewide situation COVID-19 CASES ARE PLATEAUING report, which reflects the flattening of new case counts in most counties in western and eastern Washington.",snohomish,Washington
122,"The Washington State Department of Health (DOH) released the latest Report findings include: statewide situation report, which  The reproductive number is hovering around one.",snohomish,Washington
123,"The best estimate of the reflects the flattening of new case reproductive number (the estimated number of new people each COVID-19 patient counts in most counties in western and will infect) in western WA was likely between 0.79 and 1.15 on July 26, with a best eastern Washington.",snohomish,Washington
124,The reproductive estimate of 0.97.,snohomish,Washington
125,"In eastern WA, the best estimate on July 25 was likely between number is hovering around one.",snohomish,Washington
126,"0.82 and 1.13, with a best estimate of 0.98.",snohomish,Washington
127,"The goal is a reproductive number well below one, which would mean the number of people getting COVID-19 is declining.",snohomish,Washington
128, We’re starting to see the impacts of people using face coverings across the state.,snohomish,Washington
129,This report suggests that reductions in the reproductive number are attributable to statewide policy changes like the June 23 and July 7 mask mandates and pausing county movement with the Safe Start plan.,snohomish,Washington
130, Case counts are plateauing or declining across age groups in King and Yakima counties.,snohomish,Washington
131,Pierce County case counts may be starting to decline after alarmingly high growth in June and July.,snohomish,Washington
132,"Spokane County cases started to decline in 0-39 year olds, but are on the rise again due to a sharp uptick in the 40-69 and 70+ age groups.",snohomish,Washington
