sentence_num,diff_line,county,state
74,Submit the form to the Environmental Health office or scan and e-mail it to: unioncountyeh@unioncountync.gov .,union,North Carolina
75,Please note on the form that the testing is being requested due to the hurricane/flooding.,union,North Carolina
76,"A reminder for well owners: If extensive flooding has occurred or you suspect your well may be contaminated, DO NOT drink the water.",union,North Carolina
77,Use a safe water supply like bottled or treated(https://www.cdc.gov/healthywater/emergency/drinking/creating-storing-emergency-water-supply.html) water.,union,North Carolina
78,Contact Union County Environmental Health for specific advice on wells and testing.,union,North Carolina
79,IMPORTANT: Fuel and other chemical releases and spills are common during flood events.,union,North Carolina
80,"If your water smells like fuel or has a chemical odor or if you live in an area where the potential for a release of fuels, pesticides, or other hazardous chemicals is high, do not consume the water.",union,North Carolina
81,Water contaminated with fuel or toxic chemicals will not be made safe by boiling or disinfection.,union,North Carolina
82,"Until you know the water is safe, use bottled water or some other safe supply of water.",union,North Carolina
83,"Scraping from https://www.unioncountync.gov/news/cane-creek-closed-today-tuesday-september-18th Cane Creek Closed Today, Tuesday September 18th Posted on September 18, 2018 Cane Creek will be closed today (9/18/18), in order that we may conduct damage assessment.",union,North Carolina
84,"Scraping from https://www.unioncountync.gov/news/declaration-state-emergency-amended-9162018 Declaration of a State of Emergency- amended 9/16/2018 Posted on September 16, 2018 Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=61&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/free-well-water-testing-union-county-residents-affected-hurr Free Well Water Testing for Union County Residents affected by Hurricane Florence Posted on September 18, 2018 Union County Environmental Health is offering free bacteriological well water testing for Union County residents affected by Hurricane Florence.",union,North Carolina
85,"To request this testing, please complete the water sample request form available here .",union,North Carolina
86,Submit the form to the Environmental Health office or scan and e-mail it to: unioncountyeh@unioncountync.gov .,union,North Carolina
87,Please note on the form that the testing is being requested due to the hurricane/flooding.,union,North Carolina
88,"A reminder for well owners: If extensive flooding has occurred or you suspect your well may be contaminated, DO NOT drink the water.",union,North Carolina
89,Use a safe water supply like bottled or treated(https://www.cdc.gov/healthywater/emergency/drinking/creating-storing-emergency-water-supply.html) water.,union,North Carolina
90,Contact Union County Environmental Health for specific advice on wells and testing.,union,North Carolina
91,IMPORTANT: Fuel and other chemical releases and spills are common during flood events.,union,North Carolina
92,"If your water smells like fuel or has a chemical odor or if you live in an area where the potential for a release of fuels, pesticides, or other hazardous chemicals is high, do not consume the water.",union,North Carolina
93,Water contaminated with fuel or toxic chemicals will not be made safe by boiling or disinfection.,union,North Carolina
94,"Until you know the water is safe, use bottled water or some other safe supply of water.",union,North Carolina
95,"Scraping from https://www.unioncountync.gov/news/cane-creek-closed-today-tuesday-september-18th Cane Creek Closed Today, Tuesday September 18th Posted on September 18, 2018 Cane Creek will be closed today (9/18/18), in order that we may conduct damage assessment.",union,North Carolina
96,"Scraping from https://www.unioncountync.gov/news/declaration-state-emergency-amended-9162018 Declaration of a State of Emergency- amended 9/16/2018 Posted on September 16, 2018 Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=62&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/free-well-water-testing-union-county-residents-affected-hurr Free Well Water Testing for Union County Residents affected by Hurricane Florence Posted on September 18, 2018 Union County Environmental Health is offering free bacteriological well water testing for Union County residents affected by Hurricane Florence.",union,North Carolina
97,"To request this testing, please complete the water sample request form available here .",union,North Carolina
98,Submit the form to the Environmental Health office or scan and e-mail it to: unioncountyeh@unioncountync.gov .,union,North Carolina
99,Please note on the form that the testing is being requested due to the hurricane/flooding.,union,North Carolina
100,"A reminder for well owners: If extensive flooding has occurred or you suspect your well may be contaminated, DO NOT drink the water.",union,North Carolina
101,Use a safe water supply like bottled or treated(https://www.cdc.gov/healthywater/emergency/drinking/creating-storing-emergency-water-supply.html) water.,union,North Carolina
102,Contact Union County Environmental Health for specific advice on wells and testing.,union,North Carolina
103,IMPORTANT: Fuel and other chemical releases and spills are common during flood events.,union,North Carolina
104,"If your water smells like fuel or has a chemical odor or if you live in an area where the potential for a release of fuels, pesticides, or other hazardous chemicals is high, do not consume the water.",union,North Carolina
105,Water contaminated with fuel or toxic chemicals will not be made safe by boiling or disinfection.,union,North Carolina
106,"Until you know the water is safe, use bottled water or some other safe supply of water.",union,North Carolina
107,"Scraping from https://www.unioncountync.gov/news/cane-creek-closed-today-tuesday-september-18th Cane Creek Closed Today, Tuesday September 18th Posted on September 18, 2018 Cane Creek will be closed today (9/18/18), in order that we may conduct damage assessment.",union,North Carolina
108,"Scraping from https://www.unioncountync.gov/news/declaration-state-emergency-amended-9162018 Declaration of a State of Emergency- amended 9/16/2018 Posted on September 16, 2018 Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=63&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/free-well-water-testing-union-county-residents-affected-hurr Free Well Water Testing for Union County Residents affected by Hurricane Florence Posted on September 18, 2018 Union County Environmental Health is offering free bacteriological well water testing for Union County residents affected by Hurricane Florence.",union,North Carolina
109,"To request this testing, please complete the water sample request form available here .",union,North Carolina
110,Submit the form to the Environmental Health office or scan and e-mail it to: unioncountyeh@unioncountync.gov .,union,North Carolina
111,Please note on the form that the testing is being requested due to the hurricane/flooding.,union,North Carolina
112,"A reminder for well owners: If extensive flooding has occurred or you suspect your well may be contaminated, DO NOT drink the water.",union,North Carolina
113,Use a safe water supply like bottled or treated(https://www.cdc.gov/healthywater/emergency/drinking/creating-storing-emergency-water-supply.html) water.,union,North Carolina
114,Contact Union County Environmental Health for specific advice on wells and testing.,union,North Carolina
115,IMPORTANT: Fuel and other chemical releases and spills are common during flood events.,union,North Carolina
116,"If your water smells like fuel or has a chemical odor or if you live in an area where the potential for a release of fuels, pesticides, or other hazardous chemicals is high, do not consume the water.",union,North Carolina
117,Water contaminated with fuel or toxic chemicals will not be made safe by boiling or disinfection.,union,North Carolina
118,"Until you know the water is safe, use bottled water or some other safe supply of water.",union,North Carolina
119,"Scraping from https://www.unioncountync.gov/news/cane-creek-closed-today-tuesday-september-18th Cane Creek Closed Today, Tuesday September 18th Posted on September 18, 2018 Cane Creek will be closed today (9/18/18), in order that we may conduct damage assessment.",union,North Carolina
120,"Scraping from https://www.unioncountync.gov/news/declaration-state-emergency-amended-9162018 Declaration of a State of Emergency- amended 9/16/2018 Posted on September 16, 2018 Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=64&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/free-well-water-testing-union-county-residents-affected-hurr Free Well Water Testing for Union County Residents affected by Hurricane Florence Posted on September 18, 2018 Union County Environmental Health is offering free bacteriological well water testing for Union County residents affected by Hurricane Florence.",union,North Carolina
121,"To request this testing, please complete the water sample request form available here .",union,North Carolina
122,Submit the form to the Environmental Health office or scan and e-mail it to: unioncountyeh@unioncountync.gov .,union,North Carolina
123,Please note on the form that the testing is being requested due to the hurricane/flooding.,union,North Carolina
124,"A reminder for well owners: If extensive flooding has occurred or you suspect your well may be contaminated, DO NOT drink the water.",union,North Carolina
125,Use a safe water supply like bottled or treated(https://www.cdc.gov/healthywater/emergency/drinking/creating-storing-emergency-water-supply.html) water.,union,North Carolina
126,Contact Union County Environmental Health for specific advice on wells and testing.,union,North Carolina
127,IMPORTANT: Fuel and other chemical releases and spills are common during flood events.,union,North Carolina
128,"If your water smells like fuel or has a chemical odor or if you live in an area where the potential for a release of fuels, pesticides, or other hazardous chemicals is high, do not consume the water.",union,North Carolina
129,Water contaminated with fuel or toxic chemicals will not be made safe by boiling or disinfection.,union,North Carolina
130,"Until you know the water is safe, use bottled water or some other safe supply of water.",union,North Carolina
131,"Scraping from https://www.unioncountync.gov/news/cane-creek-closed-today-tuesday-september-18th Cane Creek Closed Today, Tuesday September 18th Posted on September 18, 2018 Cane Creek will be closed today (9/18/18), in order that we may conduct damage assessment.",union,North Carolina
132,"Scraping from https://www.unioncountync.gov/news/declaration-state-emergency-amended-9162018 Declaration of a State of Emergency- amended 9/16/2018 Posted on September 16, 2018 Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=65&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/free-well-water-testing-union-county-residents-affected-hurr Free Well Water Testing for Union County Residents affected by Hurricane Florence Posted on September 18, 2018 Union County Environmental Health is offering free bacteriological well water testing for Union County residents affected by Hurricane Florence.",union,North Carolina
133,"To request this testing, please complete the water sample request form available here .",union,North Carolina
134,Submit the form to the Environmental Health office or scan and e-mail it to: unioncountyeh@unioncountync.gov .,union,North Carolina
135,Please note on the form that the testing is being requested due to the hurricane/flooding.,union,North Carolina
136,"A reminder for well owners: If extensive flooding has occurred or you suspect your well may be contaminated, DO NOT drink the water.",union,North Carolina
137,Use a safe water supply like bottled or treated(https://www.cdc.gov/healthywater/emergency/drinking/creating-storing-emergency-water-supply.html) water.,union,North Carolina
138,Contact Union County Environmental Health for specific advice on wells and testing.,union,North Carolina
139,IMPORTANT: Fuel and other chemical releases and spills are common during flood events.,union,North Carolina
140,"If your water smells like fuel or has a chemical odor or if you live in an area where the potential for a release of fuels, pesticides, or other hazardous chemicals is high, do not consume the water.",union,North Carolina
141,Water contaminated with fuel or toxic chemicals will not be made safe by boiling or disinfection.,union,North Carolina
142,"Until you know the water is safe, use bottled water or some other safe supply of water.",union,North Carolina
143,"Scraping from https://www.unioncountync.gov/news/cane-creek-closed-today-tuesday-september-18th Cane Creek Closed Today, Tuesday September 18th Posted on September 18, 2018 Cane Creek will be closed today (9/18/18), in order that we may conduct damage assessment.",union,North Carolina
144,"Scraping from https://www.unioncountync.gov/news/declaration-state-emergency-amended-9162018 Declaration of a State of Emergency- amended 9/16/2018 Posted on September 16, 2018 Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=66&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/free-well-water-testing-union-county-residents-affected-hurr Free Well Water Testing for Union County Residents affected by Hurricane Florence Posted on September 18, 2018 Union County Environmental Health is offering free bacteriological well water testing for Union County residents affected by Hurricane Florence.",union,North Carolina
145,"To request this testing, please complete the water sample request form available here .",union,North Carolina
146,Submit the form to the Environmental Health office or scan and e-mail it to: unioncountyeh@unioncountync.gov .,union,North Carolina
147,Please note on the form that the testing is being requested due to the hurricane/flooding.,union,North Carolina
148,"A reminder for well owners: If extensive flooding has occurred or you suspect your well may be contaminated, DO NOT drink the water.",union,North Carolina
149,Use a safe water supply like bottled or treated(https://www.cdc.gov/healthywater/emergency/drinking/creating-storing-emergency-water-supply.html) water.,union,North Carolina
150,Contact Union County Environmental Health for specific advice on wells and testing.,union,North Carolina
151,IMPORTANT: Fuel and other chemical releases and spills are common during flood events.,union,North Carolina
152,"If your water smells like fuel or has a chemical odor or if you live in an area where the potential for a release of fuels, pesticides, or other hazardous chemicals is high, do not consume the water.",union,North Carolina
153,Water contaminated with fuel or toxic chemicals will not be made safe by boiling or disinfection.,union,North Carolina
154,"Until you know the water is safe, use bottled water or some other safe supply of water.",union,North Carolina
155,"Scraping from https://www.unioncountync.gov/news/cane-creek-closed-today-tuesday-september-18th Cane Creek Closed Today, Tuesday September 18th Posted on September 18, 2018 Cane Creek will be closed today (9/18/18), in order that we may conduct damage assessment.",union,North Carolina
156,"Scraping from https://www.unioncountync.gov/news/declaration-state-emergency-amended-9162018 Declaration of a State of Emergency- amended 9/16/2018 Posted on September 16, 2018 Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=67&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/free-well-water-testing-union-county-residents-affected-hurr Free Well Water Testing for Union County Residents affected by Hurricane Florence Posted on September 18, 2018 Union County Environmental Health is offering free bacteriological well water testing for Union County residents affected by Hurricane Florence.",union,North Carolina
157,"To request this testing, please complete the water sample request form available here .",union,North Carolina
158,Submit the form to the Environmental Health office or scan and e-mail it to: unioncountyeh@unioncountync.gov .,union,North Carolina
159,Please note on the form that the testing is being requested due to the hurricane/flooding.,union,North Carolina
160,"A reminder for well owners: If extensive flooding has occurred or you suspect your well may be contaminated, DO NOT drink the water.",union,North Carolina
161,Use a safe water supply like bottled or treated(https://www.cdc.gov/healthywater/emergency/drinking/creating-storing-emergency-water-supply.html) water.,union,North Carolina
162,Contact Union County Environmental Health for specific advice on wells and testing.,union,North Carolina
163,IMPORTANT: Fuel and other chemical releases and spills are common during flood events.,union,North Carolina
164,"If your water smells like fuel or has a chemical odor or if you live in an area where the potential for a release of fuels, pesticides, or other hazardous chemicals is high, do not consume the water.",union,North Carolina
165,Water contaminated with fuel or toxic chemicals will not be made safe by boiling or disinfection.,union,North Carolina
166,"Until you know the water is safe, use bottled water or some other safe supply of water.",union,North Carolina
167,"Scraping from https://www.unioncountync.gov/news/cane-creek-closed-today-tuesday-september-18th Cane Creek Closed Today, Tuesday September 18th Posted on September 18, 2018 Cane Creek will be closed today (9/18/18), in order that we may conduct damage assessment.",union,North Carolina
168,"Scraping from https://www.unioncountync.gov/news/declaration-state-emergency-amended-9162018 Declaration of a State of Emergency- amended 9/16/2018 Posted on September 16, 2018 Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=68&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/free-well-water-testing-union-county-residents-affected-hurr Free Well Water Testing for Union County Residents affected by Hurricane Florence Posted on September 18, 2018 Union County Environmental Health is offering free bacteriological well water testing for Union County residents affected by Hurricane Florence.",union,North Carolina
169,"To request this testing, please complete the water sample request form available here .",union,North Carolina
170,Submit the form to the Environmental Health office or scan and e-mail it to: unioncountyeh@unioncountync.gov .,union,North Carolina
171,Please note on the form that the testing is being requested due to the hurricane/flooding.,union,North Carolina
172,"A reminder for well owners: If extensive flooding has occurred or you suspect your well may be contaminated, DO NOT drink the water.",union,North Carolina
173,Use a safe water supply like bottled or treated(https://www.cdc.gov/healthywater/emergency/drinking/creating-storing-emergency-water-supply.html) water.,union,North Carolina
174,Contact Union County Environmental Health for specific advice on wells and testing.,union,North Carolina
175,IMPORTANT: Fuel and other chemical releases and spills are common during flood events.,union,North Carolina
176,"If your water smells like fuel or has a chemical odor or if you live in an area where the potential for a release of fuels, pesticides, or other hazardous chemicals is high, do not consume the water.",union,North Carolina
177,Water contaminated with fuel or toxic chemicals will not be made safe by boiling or disinfection.,union,North Carolina
178,"Until you know the water is safe, use bottled water or some other safe supply of water.",union,North Carolina
179,"Scraping from https://www.unioncountync.gov/news/cane-creek-closed-today-tuesday-september-18th Cane Creek Closed Today, Tuesday September 18th Posted on September 18, 2018 Cane Creek will be closed today (9/18/18), in order that we may conduct damage assessment.",union,North Carolina
