sentence_num,diff_line,county,state
11,"Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 20 , 2020 Spokane Regional Health District submits variance request to move Spokane County to Phase 2 Spokane, Wash. - Today, Spokane Regional Health District (SRHD) submitted a n application to move Spokane County to Phase 2 Safe Start recovery plan.",spokane,Washington
12,"Media Contact: SpokaneCOVIDResponse@ gmail.com For Immediate Release April 8, 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
13,"### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release April 2 9 , 2020 Drive - Through COVID - 19 Screening Site Will Remain Open with National Guard Support Spokane, Wash.",spokane,Washington
14,"For additional official information about the screening clinic and the Inland COVID Response , refer to spokanecovidresponse.or g ### As we are all going through a difficult time with COVID - 19 and taking on new challenges, the Spokane County Regional Behavioral Health Ombuds would like to take this opportunity to let you and the individuals you are serving know that we are still here to serve you.",spokane,Washington
15,"Spokane County Regional Behavioral Health Ombuds Please feel free to contact us with any questions of concerns you have at: 509 - 477 - 4666 or SCRBHOmbuds@spokaneco unty.org Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 17, 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
16,"Videos and a live stream will be available on: - Facebook.com/SpokaneCovidResponse - Youtube: Spokane Covid Response For additional official information: spokanecovidresponse.org ### Page -1- U. S. Department of Justice United States Attorney Eastern District of Washington PRESS RELEASE FOR IMMEDIATE RELEASE Friday, March 20, 2020 FOR INFORMATION CONTACT: George J.C. Jacobs, III Public Information Officer (509) 353 -2767 UNITED STATES ATTORNEY WILLIAM D. HYSLOP ADDRESSES COMMUNITY SAFETY AND ISSUES WARNING AGAINST COVID -19 FRAUD SCHEMES AND OTHER CRIMES Spokane, Washington Œ William D. Hyslop, United States Attorney for the Eastern District of Washington, addressed the status of the public safety amidst the COVID -19 pandemic.",spokane,Washington
17,"Media Contact: Joint Information Center | Email: ECCPIO@spokanecounty.org For Immediate Release: March 27 , 2020 Spokane County has first confirmed COVID - 19 Death Take steps to protect yourself and people around you from the disease.",spokane,Washington
18,"### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release April 1 7 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (S R HD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
19,"### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 2 2 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
20,"### 1 Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release: April 1 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SPHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
21,"Respectfully, John Wiesman, DrPH, MPH Secretary of Health Media Contact: SpokaneCOVIDResponse@gmail.",spokane,Washington
22,"Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 1 8 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
23,"### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 23 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
24,"Our Washington Listens partners: American Indian Community Center (AICC) Colville Tribes Community Integrated Health Services (CIHS) Crisis Connections Frontier Behavioral Health Okanogan Behavioral Healthcare (OBHC) Swinomish Tribe CALL Washington Listens 1-833- 681 -0211 Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 1 9 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
25,"### Media Contact: Spoka neCOVIDResponse@gmail.com For Immediate Release May 3, 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
26,"- ### - Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 1 4 , 2020 90 - day regional COVID - response shelters to open this week Sites meet physical distancing requirements to limit spread of illness in shelters Two temporary shelter locations will open this week to accommodate physical distancing among unsheltered adults , replacing sites that have been utilized for the community response to COVID - 19, the regional Emergency Operations Center (EOC) announced today.",spokane,Washington
27,"### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 3 1 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
28,"### 1 Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release: March 3 1 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SPHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
29,"### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 30 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
30,"Signed and directed this 20 th day of May 2020, in Spokane, Washington, by ____________________________ Dr. Bob Lutz , MD, MPH, Hea lth Officer",spokane,Washington
31,"Scraping from http://whatcomcounty.us/3377/Media-Press Scraping from http://whatcomcounty.us/3404/Masks-and-Face-Coverings Masks and Face Coverings Page updated: Sunday, July 26, 11:59 amI am looking for...Why Wear a Face CoveringWhere You Need To Wear A Face CoveringWho Should Wear a Face CoveringWhat Kind of Face Coverings to UseHow to Properly Wear Face CoveringsWhere to Get a Face Covering If You Can’t Buy OneInformation for Deaf, Hard of Hearing, and Deafblind Community MembersGuidance For Businesses and EmployersEnforcementCloth Face Coverings and Masks FAQMask Donation InformationThere are currently three face covering orders in place for Washington State:Starting June 8, 2020, employers are required to provide face coverings that must be worn by all employees who don’t work alone at no cost to the employee.",whatcom,Washington
32,"Starting June 26, 2020, all individuals must wear a face covering in indoor public spaces and in outdoor public settings when you can’t stay six feet apart from others.Starting July 7, 2020, businesses are required and enforce the use of face coverings by all customers, clients, and visitors.Starting July 25, 2020, all individuals are required to use face coverings in any shared spaces, public or private.",whatcom,Washington
33,"This includes condo and apartment buildings, fraternities/sororities, hotels/motels, nursing homes, assisted living, and adult family homes.For more information, see this overview of COVID-19 statewide face covering requirements and the Masks and Face Covering Guidance from Washington State Department of Health.Why Wear a Face CoveringFace coverings are an additional tool we can use to stop the spread of COVID-19 in our community.",whatcom,Washington
34,"They protect others by blocking droplets that contain the virus from spreading to others when someone with the infection coughs, sneezes, or speaks.Face coverings do not replace the need for frequent handwashing or social distancing measures.Where You Need To Wear A Face CoveringWashington State residents and visitors must wear face coverings in most public settings.",whatcom,Washington
35,"Wear a face covering when you are at any indoor or outdoor public space where you may be within six feet of someone who does not live with you.Public spaces include:Stores that sell food and beverages, such as grocery stores, pharmacies, convenience stores, and farmer’s markets.Retail stores, such as auto supply stores, hardware stores, and garden stores.",whatcom,Washington
36,Restaurant take-out businesses.,whatcom,Washington
37,"Employees who prepare, carry out, and deliver food must wear masks.Buses, rideshares, and other forms of public transportation.Workplaces for manufacturing, agriculture, construction, and other trades.Outdoor public settings when you cannot maintain six feet of distance between yourself and others.This order will remain in effect until it is repealed or replaced by the Secretary of Health, or until it is ended by the Governor.Who Should Wear a Face CoveringEveryone is required to wear face coverings in public settings unless they are in one of the following groups:Children younger than five years old:Children who are younger than two years old should never wear face coverings due to risk of suffocation.",whatcom,Washington
38,It is strongly recommended that children who are two to four years old use face coverings in public settings with the assistance and close supervision of an adult.,whatcom,Washington
39,"Persons with a medical condition, mental health condition, or disability that prevents wearing a face covering.",whatcom,Washington
40,"This includes, but is not limited to, persons with a medical condition for whom wearing a face covering could obstruct breathing, who are unconscious, incapacitated, or otherwise unable to remove a face covering without assistance.What Kind of Face Coverings to UseFace coverings are also called cloth masks, face coverings, or face masks.",whatcom,Washington
41,You can use:Cloth face maskScarvesBandanas Face coverings should fit snugly over your nose and mouth.,whatcom,Washington
42,Do not use medical masks or N95 respirators.,whatcom,Washington
43,These should be saved for healthcare workers and people who have special health needs.,whatcom,Washington
44,"The CDC has sew, and no sew, instructions for making your own face covering.",whatcom,Washington
45,If you would rather purchase a face covering there are a variety online retail options.,whatcom,Washington
46,For more information see this document about what type of face covering to use.Are clear face shields a good alternative to cloth face covering?The CDC and L&I don’t recommend face shields as a substitute for a cloth face covering (mask).,whatcom,Washington
47,But face shields can be used by children in child care and K-12 schools.We don’t know yet if face shields do enough to protect other people from the spray (or respiratory droplets) that can come out of your mouth.,whatcom,Washington
48,Face shields might stop large droplets (like when you sneeze).,whatcom,Washington
49,"But they might not stop other droplets you create when you breathe or talk, and those droplets can escape through the open sides and bottom of the shield.If someone chooses to wear a face shield, it should warp around the face and extend below their chin.",whatcom,Washington
50,"The best way to use a face shield is to wear it together with a cloth face covering.If you use a face shield, be sure to clean and disinfect it daily, and wash your hands after touching it.How to Properly Wear Face Coverings Your mask should cover your nose and mouth at all times.Always wash your hands with soap and water or use an alcohol-based hand sanitizer before you put on a face covering and after removing it.Change your face covering when it gets moist.Wash your face covering after each use.Learn more about how to appropriately wear a face covering here: EnglishSpanishRussianAdditional guidance on using face coverings is available from the Washington State Department of Health.Where to Get a Face Covering If You Can’t Buy OneThe CDC has information on how to make your own face covering.GetUsPPE has many mask patterns that have been reviewed by medical personnel.",whatcom,Washington
51,The Hearing Speech and Deafness Center has Instructions for Clear Window Masks.,whatcom,Washington
52,"To help individuals in need of a mask, Whatcom Unified Command has distributed more than 137,000 masks to social service partners throughout Whatcom County who have and will continue to, distribute masks to their clients and subsidiary agencies.",whatcom,Washington
53,"The distribution includes agencies that provide direct service or support to populations that are vulnerable or low-income, such as:Food banksLummi Nation and Nooksack TribeAll public school districts (distributed by Bellingham School District)Whatcom Homeless Service CenterCouncil on AgingOpportunity Council, andSea Mar Community Health CenterIf you are an individual in need of a mask, please contact your local food bank or social service provider.",whatcom,Washington
54,"If you are an agency that serves individuals who are low income and reside in Whatcom County, Lummi Reservation, or Nooksack Reservation, Whatcom Unified Command has partnered with the North Sound Accountable Community of Health to distribute 40,000 cloth masks to our community’s most vulnerable residents.",whatcom,Washington
55,Request cloth masks on this form.,whatcom,Washington
56,"If you are a business in need of face coverings or masks, Whatcom Unified Command distributed 100,000 to local Chambers of Commerce in June to help businesses reopen.",whatcom,Washington
57,Check the Bellingham Regional Chamber of Commerce website for details and current availability.,whatcom,Washington
58,Access a copy of local vendors for masks and other personal protective equipment on the Whatcom Unified Command’s website.,whatcom,Washington
59,"Information for Deaf, Hard of Hearing, and Deafblind Community MembersThis directive affects community members who are deaf, hard of hearing, or deafblind in different ways than others.",whatcom,Washington
60,"We’ve compiled resources to explain how the directive applies to you if you are deaf, hard of hearing, or deafblind .Resources from Public Health Seattle King County:Video: Information on face covering directive for Deaf, Hard of Hearing and DeafBlind community members (ASL video)Factsheet: Tips for Using Face Coverings and Communicating for Deaf, Hard of Hearing, and Deafblind Community Members (PDF) Video: Face Masks & Hearing Loss (ASL video) The Center for Hearing and Communication has additional resources for wearing cloth face coverings for those who are deaf, hard of hearing, wear cochlear implants, or glasses are available.Guidance For Businesses & EmployersStarting June 8, all employees are required to wear a cloth facial covering unless they work completely alone or the job has no in-person interaction.Employers must provide cloth facial coverings to employees, unless a higher level of protection is required by their job duties.",whatcom,Washington
61,"Employees may choose to wear their own facial covering at work, but it must meet the minimum level of protection based on their exposure risk.",whatcom,Washington
62,"The minimum level of protection required for workers, based on exposure risk, can be found in this chart from L&I.",whatcom,Washington
63,"Additional guidance from L&I about when employees should use cloth face coverings and when they are required to use respirators can be found in this publication.Businesses in Whatcom County are mandated to require customers, clients, and visitors to use face coverings.",whatcom,Washington
64,You can find signs to post at your business or place of employment in the upper right side of this page.,whatcom,Washington
65,The order does not require a customer to provide documentation or a reason if they are unable to wear a face covering.,whatcom,Washington
66,"Businesses are encouraged to offer some kind of accommodation for these customers such as curbside pickup, delivery, or a scheduled appointment when physical distancing can be ensured.",whatcom,Washington
67,More information can be found in the overview of face covering requirements.EnforcementPeople are urged to comply with this State Health Order because it is an effective way to prevent the spread of COVID-19.,whatcom,Washington
68,Members of the public are required by law to comply with this order.,whatcom,Washington
69,"Noncompliance with this order may be subject to criminal penalties pursuant to RCW 43.70.130(7), RCW 70.05.120(4), and WAC 246-100-070(3).If you see an individual who is not wearing a face covering, practice compassion, and remember that some people have conditions or circumstances that would make wearing a cloth face covering difficult or dangerous.",whatcom,Washington
70,"Just wear your face covering, stay six feet away, and wash your hands often.",whatcom,Washington
71,Businesses not following this order can be reported using the state’s online complaint form.,whatcom,Washington
72,Compliance will be monitored by the Washington State Department of Labor & Industries as a safety and health violation.,whatcom,Washington
73,"A violation could carry a penalty of nearly $10,000 or more.Please do not call 911 to report non-compliance with this order.",whatcom,Washington
74,Only call 911 in an emergency.,whatcom,Washington
75,"Scraping from http://whatcomcounty.us/3374/Resources-for-Businesses-Organizations Resources for Businesses and Community Organizations Page updated August 21, 2020 at 12:25 p.m.",whatcom,Washington
76,I am looking for:Safe Start reopening guidance Peer To Peer GuidanceHealth Department GuidanceWhat to do if a worker tests positive or is sickEconomic support for COVID-19 Safe Start Reopening GuidanceA lot of information exists to help businesses reopen.,whatcom,Washington
77,"The following resources provide general information for all businesses, to help guide you through reopening, safely.",whatcom,Washington
78,"Tips and Tools for Implementing COVID-19 Guidance (PDF).COVID-19 Reopening Guidance for Businesses and Workers: find current guidelines and requirements for each business sector from the state’s coronavirus website.Rebound and Recovery Toolkit: From the Association of Washington Businesses, includes a Business Toolkit (Safe Start Plan templates, signage, and other resources), and AWB PPE Connect for sourcing personal protective equipment.COVID-19 Economic Impact and Resources: Compiled Whatcom County resources for local businesses from the Port of Bellingham's Regional Economic Partnership.Masks and Face Covering Guidance from Washington State Department of Health.Overview of COVID-19 statewide face covering requirements on the Washington State Coronavirus Response website.Additional ResourcesPeer to Peer local guidance for specific sectors can be found at whatcomtogether.orgWashington State ResourcesSafe Start Webpage: general information about Washington’s Safe Start phased approachWashington State Coronavirus Response offers the latest guidance for families, workers, and businesses, including an online COVID-19 Business and Worker Inquiries form for asking specific questions.Resources and Recommendations (Washington State Department of Health (DOH)): safety and health guidance and resources.Washington State Department of Labor and Industries (L&I) COVID-19 outbreak resources, General COVID-19 work place requirements, and their COVID-19 prevention summary.National ResourcesCenters for Disease Control and Prevention: updated strategies and recommendations for employers responding to COVID-19, including cleaning and disinfection, a Resuming Business Toolkit and interim guidance for businesses and employers responding to COVID-19.",whatcom,Washington
79,"U.S. Department of Labor (OSHA): information on how to protect workers from potential exposures, according to their exposure risk.",whatcom,Washington
80,"Information on interim guidance and other resources for preventing exposure to and infection with COVID-19.If you have general inquiries or need assistance with your safe start plans, please contact us:By email: covid@co.whatcom.wa.usDuring business hours: 360-778-6100Information about what to do if you have an ill worker can be found in this FAQ.Health Department Guidance for Specific FieldsChild Care and SchoolsChecklist for child care administratorsGuidelines for Childcare Providers & Early LearningFaith CommunityEngaging Safely with Your Religious Community during the COVID-19 outbreakFAQs for Faith-Based CommunitiesGuidance for Drive-In Religious ServicesWhat to do if a worker is sick or tests positive for COVID-19Our FAQ document outlines what to do when a worker shows signs of COVID-19 or tests positive.If you have a worker who has been diagnosed with COVID-19, or is a close contact of someone who has, you must contact our Business Response Team (BRT):By email: health-BRT@co.whatcom.wa.us During business hours: (360) 778-6100After hours: (360) 715-2588General inquiries and assistance with Safe Start plans should not be sent to the BRT.",whatcom,Washington
81,For general question and inquiries please contact the Health Department:By email: covid@co.whatcom.wa.usDuring business hours: 360-778-6100Please remember that employees or volunteers who are sick should immediately be sent home and should not come to work while they are sick.,whatcom,Washington
82,"Scraping from https://www.whatcomcounty.us/3369/Individuals-Families-Households#highrisk Individuals, Families & Households Last updated: 2:30 p.m. Sunday, June 28, 2020.This is the latest guidance for individuals, families and households to limit the spread of COVID-19 in Whatcom County.",whatcom,Washington
83,Guidance for people at higher risk for severe COVID-19 illnessPreventing COVID-19 InfectionAssessing your risk What to do if you are sick or have been exposedVisit Whatcom Unified Command’s website for information on childcare and schools and additional resources for individuals and families.,whatcom,Washington
84,"FAQsGuidance for People at Higher Risk for Severe COVID-19 IllnessThose who are at higher risk for severe COVID-19 illness should take extra precautions to prevent exposure to the virus.The Centers for Disease Control (CDC) define people at higher risk as:People aged 65 years and olderPeople who live in a nursing home or long-term care facilityPeople with chronic lung disease or moderate to severe asthmaPeople who have serious heart conditionsPeople who have weakened immune systems, including those who have undergone cancer treatmentPeople of any age with severe obesity (body mass index [BMI] >40)People with certain underlying medical conditions, particularly if not well controlled, such as those with diabetes, renal failure, or liver diseasePeople who are pregnant should be monitored since they are known to be at risk with severe viral illness; however, data on COVID-19 has not shown increased riskDetailed guidance for people at higher risk is available from the Washington State Department of Health and the Centers for Disease Control.",whatcom,Washington
85,Caregivers of children with underlying health conditions should consult with healthcare providers about whether their children should stay home.,whatcom,Washington
86,Anyone who has questions about whether their condition puts them at risk for severe illness resulting from novel coronavirus should consult with their healthcare providers.Preventing COVID-19 InfectionPersonal prevention habits are effective for preventing COVID-19 infection.,whatcom,Washington
87,These are important action steps everyone should take to protect their health.,whatcom,Washington
88,"Additionally, for other community-wide actions to be most effective, people must continue to practice these habits.Wear a mask or cloth face covering in public spaces.",whatcom,Washington
89,"Starting June 26, everyone in Washington is required to wear a cloth face covering in public when it is not possible to stay at least least six feet away from others.",whatcom,Washington
90,Visit our masks and face coverings page to learn more.Limit the number of people from outside your household who you interact with.,whatcom,Washington
91,"Keep social gatherings small.Wash your hands often with soap and water for at least 20 seconds.Avoid touching your eyes, nose, or mouth with unwashed hands.Avoid close contact with others.",whatcom,Washington
92,Try to maintain a distance of at least six feet.Cover your mouth and nose with a tissue when you cough or sneeze.,whatcom,Washington
93,"Throw the tissue in the trash and wash your hands.Clean and disinfect objects and surfaces.If you are sick, contact your healthcare provider before visiting their office.If you have a caregiver, they should also take special precautions (PDF).",whatcom,Washington
94,(Also available in other languages.,whatcom,Washington
95,)Follow the Safe Start guidelines to limit your exposure as we slowly reopen.Assessing Your RiskEach of us assess risks differently.,whatcom,Washington
96,"When it comes to COVID-19, the risks you take affect you personally, and they also affect your community.",whatcom,Washington
97,Each decision you make about what activities to participate requires thinking through risk factors.,whatcom,Washington
98,"Read our June 25 news flash, How safe is it?",whatcom,Washington
99,"A guide to COVID-19 risk, for guidance on assessing your risk.",whatcom,Washington
100,What to Do if You Are Sick or Have Been Exposed See our Frequently Asked Questions page for information on what to do if you are sick with COVID-19 or think you may have been exposed to the virus.,whatcom,Washington
101,"Scraping from http://whatcomcounty.us/3388/COVID-19-Testing COVID-19 Testing Page updated: Monday August 24, 11:34 a.m.I am looking for...Scheduling a testing appointment with the WCHD/WUC mobile testingAll Whatcom County testing locationsHow to get testedTesting costsMobile Testing Program Drive-through testing is available through our mobile testing program at no cost to you.",whatcom,Washington
102,Testing is available by appointment only.,whatcom,Washington
103,"S Monday, August 24, 2020 SNOHOMISH COUNTY WEEKLY Snohomish County weekly COVID-19 snapshot and report released COVID-19 SNAPSHOT AND The snapshot of COVID-19 activity for the week of August 9 to 15, which shows key metrics REPORT RELEASED under the Safe Start plan, is now available.",snohomish,Washington
104,It suggests some good news as well as continued The latest snapshot of COVID-19 activity challenges.,snohomish,Washington
105,"for the week of August 9 to 15 suggests The case rate per 100,000 population and the trends in hospitalization for COVID-19 during some good news as well as continued this timeframe are down from the prior week’s report.",snohomish,Washington
106,"However, the proportion of cases and challenges.",snohomish,Washington
107,"contacts being reached within one to two days has decreased, while the number of outbreaks reported has increased.",snohomish,Washington
108,The snapshot is available here.,snohomish,Washington
109,"Along with the one-page snapshot, the Health District also publishes a more in-depth weekly report that includes a variety of data around case counts, hospitalizations, deaths, outbreaks and more.",snohomish,Washington
110,The latest weekly report is available here.,snohomish,Washington
111,"CHANGE IN PUBLICATION Change in publication schedule for COVID-19 briefing SCHEDULE FOR COVID-19 The Snohomish County Joint Information Center has since mid-March been providing daily BRIEFING briefings about the community’s COVID-19 response, Monday through Friday.",snohomish,Washington
112,We passed the The Snohomish County Joint Information 100th edition of the briefing a couple of weeks back.,snohomish,Washington
113,"A library of briefings exists on the county’s Center will be adjusting the briefing website, chronicling across these months how the county has addressed the challenge.",snohomish,Washington
114,publication schedule.,snohomish,Washington
115,"Starting this week, As this emergency has progressed, the pace of new information and guidance about the the briefing will appear on Tuesday and pandemic has slowed.",snohomish,Washington
116,"Accordingly, we are adjusting the briefing publication schedule.",snohomish,Washington
117,Starting Friday.,snohomish,Washington
118,"We will continue to share this week, the briefing will appear on Tuesday and Friday.",snohomish,Washington
119,We can revisit in the future.,snohomish,Washington
