sentence_num,diff_line,county,state
36,"« Back to news overview Additional deaths, hospitalizations & outbreaks reported Scraping from https://news.nhcgov.com/news-releases/2020/07/new-hanover-county-covid-19-weekly-update-three-more-deaths-more-hospitalizations-and-outbreaks/ Select LanguageAfrikaansAlbanianAmharicArabicArmenianAzerbaijaniBasqueBelarusianBengaliBosnianBulgarianCatalanCebuanoChichewaChinese (Simplified)Chinese (Traditional)CorsicanCroatianCzechDanishDutchEsperantoEstonianFilipinoFinnishFrenchFrisianGalicianGeorgianGermanGreekGujaratiHaitian CreoleHausaHawaiianHebrewHindiHmongHungarianIcelandicIgboIndonesianIrishItalianJapaneseJavaneseKannadaKazakhKhmerKinyarwandaKoreanKurdish (Kurmanji)KyrgyzLaoLatinLatvianLithuanianLuxembourgishMacedonianMalagasyMalayMalayalamMalteseMaoriMarathiMongolianMyanmar (Burmese)NepaliNorwegianOdia (Oriya)PashtoPersianPolishPortuguesePunjabiRomanianRussianSamoanScots GaelicSerbianSesothoShonaSindhiSinhalaSlovakSlovenianSomaliSpanishSundaneseSwahiliSwedishTajikTamilTatarTeluguThaiTurkishTurkmenUkrainianUrduUyghurUzbekVietnameseWelshXhosaYiddishYorubaZuluPowered by Translate function googleTranslateElementInit() { new google.translate.TranslateElement({pageLanguage: 'en', gaTrack: true, gaId: 'UA-48342370-23'}, 'google_translate_element'); } New Hanover County COVID-19 weekly update: Additional deaths, hospitalizations & outbreaks reported Posted July 17, 2020 at 4:56 pm Category: Emergency News • News Release • Public Health NEW HANOVER COUNTY, NC – New Hanover County health officials were notified of an additional three deaths of county residents from COVID-19 over the past two days and are monitoring 11 outbreaks and clusters of COVID-19 in congregate living and child care settings.",new_hanover,North Carolina
37,"Scraping from http://www.forsyth.cc/covidupdate/#casecount 8/21/2020 COVID-19 Update (Novel Coronavirus) The Forsyth County Department of Public Health is working with the North Carolina Department of Health and Human Services (NCDHHS), the Centers for Disease Control (CDC), other local health departments and health care providers as well as community partners including the Winston-Salem/Forsyth County Emergency Management Office to respond to COVID-19 Testing Information and Locations 1 1 The sites listed provide testing for COVID-19.",forsyth,North Carolina
38,"Cooperative Extension The NC Cooperative Extension, Forsyth County Center, has opened to the public with modified hours.",forsyth,North Carolina
39,"Our doors are now open from 10 a.m. - 2 p.m, Monday through Friday.",forsyth,North Carolina
40,We have missed our visitors!,forsyth,North Carolina
41,"When coming to the building, strict adherence to COVID-19 county policies are in place.",forsyth,North Carolina
42,"When entering the building you must: check in with the front office to be screened, wear a mask over your nose and mouth and keep physical distance.",forsyth,North Carolina
43,"Our lobby is closed, but benches out front will be used to meet with staff, if necessary.",forsyth,North Carolina
44,Proclamations related to COVID-19 include: April 29 April 18 April 15 March 26 March 22 March 13ResidentsBusinessesHealthcare ProvidersNursing HomesA PDF HERE A PDF HERE A PDF HERE A PDF HERE A PDF HERE A PDF HERE Scraping from https://covid19.wakegov.com/wake-county-faqs/#wake-forward-faq Wake County FAQs North Carolina has moved into Phase 2 of the Governor’s plans to reopen.,wake,North Carolina
45,Scraping from https://covid19.wakegov.com/guidance-for-healthcare-providers/ Guidance for Healthcare Providers Information about COVID-19 is changing rapidly.,wake,North Carolina
46,Additional Information Additional information for healthcare providers can be found on the North Carolina Department of Health and Human Services website as well as on the Centers for Disease Control and Prevention site Scraping from https://covid19.wakegov.com/assistance/ Help for Residents Wake County is working to ensure residents can continue accessing services during the COVID-19 response effort.,wake,North Carolina
47,Contact Information Specific questions about COVID-19 and your risk: email covid19.questions@wakegov.com or call 919-856-7044 General feedback: email covid19.feedback@wakegov.com Health-related COVID-19 questions: email covid19.questions@wakegov.com or call 919-856-7044 Business-related questions: call the state at 2-1-1 To donate cleaning or healthcare supplies: email volunteer-donations@wakeeoc.com or call 919-856-6946 Housing: email covid19.housing.hotelfamilies@wakegov.com or call 919-856-5661 Resources for More Information N.C. Department of Health and Human Services Frequently Asked Questions from NCDHHS The Centers for Disease Control and Prevention Frequently Asked Questions from CDC Scraping from https://covid19.wakegov.com/wake-county-faqs/#stay-at-home-order Wake County FAQs North Carolina has moved into Phase 2 of the Governor’s plans to reopen.,wake,North Carolina
48,"Scraping from https://covid19.wakegov.com/webisodes/ Wake County Webisodes Episode 7 In this week’s Webisode Chairman Greg Ford and Commissioner Susan Evans chat with Ann Burlingame, Deputy Director of Wake County Public Libraries about all the programming and distribution changes the libraries had to make as a result of COVID-19.",wake,North Carolina
49,Wake Forward Small Business Program Apply NowApply here starting May 20 at noon Scraping from https://covid19.wakegov.com/guidance-for-nursing-homes/ Guidance for Nursing Homes #sp-ea-6997 .spcollapsing { height: 0; overflow: hidden; transition-property: height;transition-duration: 200ms;} .sp-easy-accordion iframe {width: 100%;}#sp-ea-6997.sp-easy-accordion .sp-ea-single {border: 1px solid #e2e2e2; }#sp-ea-6997.sp-easy-accordion .sp-ea-single .ea-header a {color: #444;}#sp-ea-6997.sp-easy-accordion .sp-ea-single .ea-body {background: #fff; color: #444;}#sp-ea-6997.sp-easy-accordion .sp-ea-single {background: #eee;}#sp-ea-6997.sp-easy-accordion .sp-ea-single .ea-header a .ea-expand-icon.fa { float: left; color: #71c0c9;font-size: 16px;} What are the special restrictions for nursing homes?,wake,North Carolina
50,"Scraping from https://covid19.wakegov.com/guidance-for-faith-based-communities/ Guidance for Faith-Based Communities At a time when many people are looking to religion for spiritual support, COVID-19 is making it difficult for faith-based communities to serve their members.",wake,North Carolina
51,Additional Resources: Centers for Disease Control and Prevention – Community and Faith-Based Organizations N.C. Department of Health & Human Services – Community and Faith-Based Organizations Center for Faith and Opportunity Initiatives Checklist for Reopening Faith-Based Organizations Safely NCDHHS Interim Guidance for Places of Worship and Religious Services in Phase 2 (as of May 22) Scraping from https://covid19.wakegov.com/wake-county-faqs/#Other-COVID-19-Related-FAQs Wake County FAQs North Carolina has moved into Phase 2 of the Governor’s plans to reopen.,wake,North Carolina
52,Scraping from https://covid19.wakegov.com/timeline/ Timeline of COVID-19 in Wake County First case of COVID-19 identified in North Carolina in Wake County Scraping from https://covid19.wakegov.com/wakehelps The COVID-19 pandemic has significantly impacted our economy.,wake,North Carolina
53,Apply Now (English)Apliqar Ahora (Español) Scraping from https://covid19.wakegov.com/food-resources/ Food Resources Meal sites for children are open across Wake County to serve meals to students daily.,wake,North Carolina
54,"Scraping from https://covid19.wakegov.com/news-releases/page/1 Scraping from https://covid19.wakegov.com/wake-countys-northern-regional-center-to-reopen-monday-with-new-drive-thru-services-available/ On August 21, 2020 After closing in March due to COVID-19 concerns, Wake County’s Northern Regional Center will reopen its doors on Monday, Aug. 24, with new safety precautions.",wake,North Carolina
55,The center will offer residents – for the first time – the opportunity to drive up to the building and pay their taxes or get copies of their birth certificates.,wake,North Carolina
56,"“This is exactly the kind of ingenuity we need to keep our residents safe as we provide them with the services they need during this pandemic,” said Wake County Commissioner Susan Evans.",wake,North Carolina
57,"“These new drive-thru options will not only increase efficiency, but they will also reduce residents’ risk of possible exposure to the virus.” The center is located at 350 E. Holding Ave. in Wake Forest.",wake,North Carolina
58,"Starting Monday, it will be open on weekdays from 8:30 a.m.–4 p.m.",wake,North Carolina
59,"While the center’s lobby will be open for guests who choose to enter the building, those who prefer to avoid interaction with others can remain in the safety of their cars as staff complete their transactions.",wake,North Carolina
60,"“COVID-19 is still prevalent in our community, but many still need the services or resources we offer,” said Northern Regional Center Director Ross Yeager.",wake,North Carolina
61,"“We were eager to open our doors again to the community, but we wanted to do so in a responsible and safe way.” Residents who want to utilize drive-thru services must follow clearly marked steps, which include: Obtaining a sanitized envelope from the first station they will see; Placing required documents, a form of identification and payment in the envelope;Placing the envelope in a marked mailbox and raising the flag to alert staff; Moving to the waiting area in the parking lot; and Receiving completed documents and a receipt from staff when transactions are completed.",wake,North Carolina
62,"Residents are still encouraged to wear masks while in their car, and all Wake County staff members will wear PPE while working.",wake,North Carolina
63,Payments must be made in cash or check.,wake,North Carolina
64,Residents can fill out the proper paperwork in advance of their visit by visiting the Tax Administration for tax forms and the Register of Deeds for birth certificate forms.,wake,North Carolina
65,Southern Regional Center ReopensWake County’s Southern Regional Center is also scheduled to reopen on Monday.,wake,North Carolina
66,"This center, located at 130 N. Judd Parkway in Fuquay-Varina, will provide limited services such as revenue payments, public computer use, process coordinated entry applications and issue birth certificates for guests in its lobby.",wake,North Carolina
67,The Southern Regional Center is not providing drive-thru services.,wake,North Carolina
68,"Wake County Regional CentersWake County’s regional centers provide a wide range of services from multiple Wake County departments, including Human Services, Social Services, Wake County Sheriff’s Office, Revenue, Environmental Services and NCWorks.",wake,North Carolina
69,"These centers work to ensure that people have access to needed, quality services in one convenient location.",wake,North Carolina
70,"Scraping from https://covid19.wakegov.com/wake-county-urges-college-students-to-practice-covid-19-safety-measures/ On August 20, 2020 In light of the COVID-19 clusters reported around NC State University, the Wake County Public Health division encourages students, faculty and staff at all local colleges and universities to follow proven safety measures to avoid infection.",wake,North Carolina
71,"“This won’t be the last we hear of clusters popping up on college campuses as classes start up again,” said Wake County Medical Director Dr. Kim McDonald.",wake,North Carolina
72,"“We know students want to socialize and hang out in big groups, but those kinds of events put everyone at risk – especially if they’re not wearing masks and social distancing.” To help prevent the spread of COVID-19, Wake County Public Health urges students to: Avoid gatherings of more than 10 people indoors and more than 25 people outdoors; Always wear a mask or face covering when in public or places where social distancing is not possible; Wash hands often or use hand sanitizer, especially after class or after being around other students; If you feel sick, stay home.",wake,North Carolina
73,Know the symptoms of COVID-19 and monitor any symptoms you may develop; Get tested for COVID-19 if you are showing signs of the virus and self-isolate; and Keep up to date with any information shared by university officials or our Public Health Division.,wake,North Carolina
74,Following these best practices will help reduce the chances of more clusters of positive COVID-19 cases forming on and off campus.,wake,North Carolina
75,"“We’re not saying students shouldn’t enjoy their college experience, but right now, they should choose low-risk activities like biking with a few friends, dinner with a small group or playing no contact recreational sports,” said McDonald.",wake,North Carolina
76,“These pose a much lower risk to all involved than house parties or large gatherings.” Young people make up about one-third of the positive cases of COVID-19 in Wake County.,wake,North Carolina
77,"Currently, 18- to 24-year-olds account for 16% of positive cases, with 25- to 34-year-olds making up 19%.",wake,North Carolina
78,"Scraping from https://covid19.wakegov.com/wake-county-adds-dates-for-drive-thru-testing-next-week-at-sunnybrook-parking-deck/ On August 19, 2020 Wake County Public Health’s free drive-thru testing will return next week to the Sunnybrook Building parking deck, located in eastern Raleigh at 2925 Holston Lane.",wake,North Carolina
79,"Scraping from https://covid19.wakegov.com/news-releases/page/2 Scraping from https://covid19.wakegov.com/wakehelps-program-pays-past-due-utility-bills-for-residents-affected-by-covid-19/ On August 3, 2020 Households can apply for up to $500 Wake County is helping local residents keep the lights on, the water running and other utility services active through a new relief program for people struggling to pay utility bills due to COVID-19.",wake,North Carolina
80,"Scraping from https://covid19.wakegov.com/wake-county-identifies-covid-19-outbreak-at-holly-hill-hospital-south-campus/ On July 27, 2020 Wake County Public Health has confirmed an outbreak of COVID-19 at Holly Hill Hospital – South Campus, 201 Michael J. Smith Lane, in Raleigh.",wake,North Carolina
81,"Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=53&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/behavioral-health-collaborative-earns-innovation-award Behavioral Health Collaborative Earns Innovation Award Posted on August 18, 2020 Union County Government has been awarded the Excellence in Innovation Award from the North Carolina Association of County Commissioners (NCACC) for its Behavioral Health Collaborative.",union,North Carolina
82,"Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=54&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/behavioral-health-collaborative-earns-innovation-award Behavioral Health Collaborative Earns Innovation Award Posted on August 18, 2020 Union County Government has been awarded the Excellence in Innovation Award from the North Carolina Association of County Commissioners (NCACC) for its Behavioral Health Collaborative.",union,North Carolina
83,"Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=55&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/behavioral-health-collaborative-earns-innovation-award Behavioral Health Collaborative Earns Innovation Award Posted on August 18, 2020 Union County Government has been awarded the Excellence in Innovation Award from the North Carolina Association of County Commissioners (NCACC) for its Behavioral Health Collaborative.",union,North Carolina
84,"Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=56&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/union-county-offices-closed-monday-september-17th Union County Offices Closed on Monday September 17th Posted on September 16, 2018 Union County offices and facilities are closed on Monday, Sept. 17.",union,North Carolina
85,"That includes all libraries, the Animal Shelter, Solid Waste Convenience sites and parks.",union,North Carolina
86,The County's Landfill Transfer Station will be open from 7 a.m. - 4 p.m. on Monday for commercial haulers only.,union,North Carolina
87,"For more information, call our Hurricane Florence hotline at 704-283-3545.",union,North Carolina
88,"Scraping from https://www.unioncountync.gov/news/hurricane-florence-non-emergency-hotline-now-available Hurricane Florence Non-Emergency Hotline is now available Posted on September 16, 2018 Scraping from https://www.unioncountync.gov/news/union-county-offices-closing-3pm-today-due-hurricane-florenc Union County Offices Closing at 3pm today due to Hurricane Florence Posted on September 14, 2018 Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=57&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/union-county-offices-closed-monday-september-17th Union County Offices Closed on Monday September 17th Posted on September 16, 2018 Union County offices and facilities are closed on Monday, Sept. 17.",union,North Carolina
89,"That includes all libraries, the Animal Shelter, Solid Waste Convenience sites and parks.",union,North Carolina
90,The County's Landfill Transfer Station will be open from 7 a.m. - 4 p.m. on Monday for commercial haulers only.,union,North Carolina
91,"For more information, call our Hurricane Florence hotline at 704-283-3545.",union,North Carolina
92,"Scraping from https://www.unioncountync.gov/news/hurricane-florence-non-emergency-hotline-now-available Hurricane Florence Non-Emergency Hotline is now available Posted on September 16, 2018 Scraping from https://www.unioncountync.gov/news/union-county-offices-closing-3pm-today-due-hurricane-florenc Union County Offices Closing at 3pm today due to Hurricane Florence Posted on September 14, 2018 Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=58&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/union-county-offices-closed-monday-september-17th Union County Offices Closed on Monday September 17th Posted on September 16, 2018 Union County offices and facilities are closed on Monday, Sept. 17.",union,North Carolina
93,"That includes all libraries, the Animal Shelter, Solid Waste Convenience sites and parks.",union,North Carolina
94,The County's Landfill Transfer Station will be open from 7 a.m. - 4 p.m. on Monday for commercial haulers only.,union,North Carolina
95,"For more information, call our Hurricane Florence hotline at 704-283-3545.",union,North Carolina
96,"Scraping from https://www.unioncountync.gov/news/hurricane-florence-non-emergency-hotline-now-available Hurricane Florence Non-Emergency Hotline is now available Posted on September 16, 2018 Scraping from https://www.unioncountync.gov/news/union-county-offices-closing-3pm-today-due-hurricane-florenc Union County Offices Closing at 3pm today due to Hurricane Florence Posted on September 14, 2018 Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=59&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/union-county-offices-closed-monday-september-17th Union County Offices Closed on Monday September 17th Posted on September 16, 2018 Union County offices and facilities are closed on Monday, Sept. 17.",union,North Carolina
97,"That includes all libraries, the Animal Shelter, Solid Waste Convenience sites and parks.",union,North Carolina
98,The County's Landfill Transfer Station will be open from 7 a.m. - 4 p.m. on Monday for commercial haulers only.,union,North Carolina
99,"For more information, call our Hurricane Florence hotline at 704-283-3545.",union,North Carolina
100,"Scraping from https://www.unioncountync.gov/news/hurricane-florence-non-emergency-hotline-now-available Hurricane Florence Non-Emergency Hotline is now available Posted on September 16, 2018 Scraping from https://www.unioncountync.gov/news/union-county-offices-closing-3pm-today-due-hurricane-florenc Union County Offices Closing at 3pm today due to Hurricane Florence Posted on September 14, 2018 Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=60&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/union-county-offices-closed-monday-september-17th Union County Offices Closed on Monday September 17th Posted on September 16, 2018 Union County offices and facilities are closed on Monday, Sept. 17.",union,North Carolina
101,"That includes all libraries, the Animal Shelter, Solid Waste Convenience sites and parks.",union,North Carolina
102,The County's Landfill Transfer Station will be open from 7 a.m. - 4 p.m. on Monday for commercial haulers only.,union,North Carolina
103,"For more information, call our Hurricane Florence hotline at 704-283-3545.",union,North Carolina
104,"Scraping from https://www.unioncountync.gov/news/hurricane-florence-non-emergency-hotline-now-available Hurricane Florence Non-Emergency Hotline is now available Posted on September 16, 2018 Scraping from https://www.unioncountync.gov/news/union-county-offices-closing-3pm-today-due-hurricane-florenc Union County Offices Closing at 3pm today due to Hurricane Florence Posted on September 14, 2018 Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=61&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/union-county-offices-closed-monday-september-17th Union County Offices Closed on Monday September 17th Posted on September 16, 2018 Union County offices and facilities are closed on Monday, Sept. 17.",union,North Carolina
105,"That includes all libraries, the Animal Shelter, Solid Waste Convenience sites and parks.",union,North Carolina
106,The County's Landfill Transfer Station will be open from 7 a.m. - 4 p.m. on Monday for commercial haulers only.,union,North Carolina
107,"For more information, call our Hurricane Florence hotline at 704-283-3545.",union,North Carolina
108,"Scraping from https://www.unioncountync.gov/news/hurricane-florence-non-emergency-hotline-now-available Hurricane Florence Non-Emergency Hotline is now available Posted on September 16, 2018 Scraping from https://www.unioncountync.gov/news/union-county-offices-closing-3pm-today-due-hurricane-florenc Union County Offices Closing at 3pm today due to Hurricane Florence Posted on September 14, 2018 Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=62&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/union-county-offices-closed-monday-september-17th Union County Offices Closed on Monday September 17th Posted on September 16, 2018 Union County offices and facilities are closed on Monday, Sept. 17.",union,North Carolina
109,"That includes all libraries, the Animal Shelter, Solid Waste Convenience sites and parks.",union,North Carolina
110,The County's Landfill Transfer Station will be open from 7 a.m. - 4 p.m. on Monday for commercial haulers only.,union,North Carolina
111,"For more information, call our Hurricane Florence hotline at 704-283-3545.",union,North Carolina
112,"Scraping from https://www.unioncountync.gov/news/hurricane-florence-non-emergency-hotline-now-available Hurricane Florence Non-Emergency Hotline is now available Posted on September 16, 2018 Scraping from https://www.unioncountync.gov/news/union-county-offices-closing-3pm-today-due-hurricane-florenc Union County Offices Closing at 3pm today due to Hurricane Florence Posted on September 14, 2018 Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=63&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/union-county-offices-closed-monday-september-17th Union County Offices Closed on Monday September 17th Posted on September 16, 2018 Union County offices and facilities are closed on Monday, Sept. 17.",union,North Carolina
113,"That includes all libraries, the Animal Shelter, Solid Waste Convenience sites and parks.",union,North Carolina
114,The County's Landfill Transfer Station will be open from 7 a.m. - 4 p.m. on Monday for commercial haulers only.,union,North Carolina
115,"For more information, call our Hurricane Florence hotline at 704-283-3545.",union,North Carolina
116,"Scraping from https://www.unioncountync.gov/news/hurricane-florence-non-emergency-hotline-now-available Hurricane Florence Non-Emergency Hotline is now available Posted on September 16, 2018 Scraping from https://www.unioncountync.gov/news/union-county-offices-closing-3pm-today-due-hurricane-florenc Union County Offices Closing at 3pm today due to Hurricane Florence Posted on September 14, 2018 Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=64&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/union-county-offices-closed-monday-september-17th Union County Offices Closed on Monday September 17th Posted on September 16, 2018 Union County offices and facilities are closed on Monday, Sept. 17.",union,North Carolina
117,"That includes all libraries, the Animal Shelter, Solid Waste Convenience sites and parks.",union,North Carolina
118,The County's Landfill Transfer Station will be open from 7 a.m. - 4 p.m. on Monday for commercial haulers only.,union,North Carolina
119,"For more information, call our Hurricane Florence hotline at 704-283-3545.",union,North Carolina
