sentence_num,diff_line,county,state
11,"### Media Contact: SpokaneCOVIDResponse@ gmail.com For Immediate Release April 8, 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
12,"### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release April 1 7 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (S R HD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
13,"### Media Contact: SpokaneCOVIDResponse@gmail.om For Immediate Release April 5 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SPHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
14,"For additional official information about the screening clinic and the Inland COVID Response , refer to spokanecovidresponse.or g ### Media Contact: SpokaneCOVIDResponse@gmail.",spokane,Washington
15,"Signed and directed this 20 th day of May 2020, in Spokane, Washington, by ____________________________ Dr. Bob Lutz , MD, MPH, Hea lth Officer Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 11 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
16,"For Immediate Release: March 1 9 , 2020 COVID - 19 Contact: Martha Lou Wheatley - Billeter, MPA Public Works Information and Outreach Manager (509) 477 - 7195 mwheatleybilleter@spokanecounty.org Departments in Public Works Building Maintain Regular Business Hours Announce Changes in Customer Service.",spokane,Washington
17,"These individuals, include but are not limited to, aerospace; mechanical and software engineers, manufacturing/production workers; IT support; security staff; security personnel; intelligence support, aircraft and weapon system mech anics and maintainers Ł Personnel working for companies, and their subcontractors, who perform under contract to the Department of Defense providing materials and services to the Department of Defense, and government -owned/contractor -operated and government -owned/government -operated facilities To clarify status, or to petition to be added to this list, please visit the Washington State Business Re -Entry Registration website at : https://mil.wa.gov/business -re-entry -registration 1 Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release: April 1, 2020 Screening Site Will Reopen Tomorrow Spokane, WA The COVID - 19 Drive - Through S creening S ite will reopen tomorrow at 10 a .",spokane,Washington
18,"### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 2 2 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
19,"Respectfully, John Wiesman, DrPH, MPH Secretary of Health !""""""!!",spokane,Washington
20,"Media Contact: Joint Information Center | Email: ECCPIO@spokanecounty.org For Immediate Release: March 27, 2020 Single avenue for the community to report non - compliance of Governors Stay Home Stay Heal thy order Please use this as intended and not for minor complaints about your neighbor In an effort to coordinate phone calls, emails, and social media concerns around businesses that remain open during the shutdown, Inland COVID - 19 Response IMT has set up one contact point for the community .",spokane,Washington
21,"Videos and a live stream will be available on: - Facebook.com/SpokaneCovidResponse - Youtube: Spokane Covid Response For additional official information: spokanecovidresponse.org ### Media Contact: InlandCOVIDResponse@gmail.om For Immediate Release April 6 , 2020 Inland COVID - 19 Response to host telephone town hall on Wednesday Mayors Woodward and Wick, Commissioner French, and Dr. Lutz to host call The Inland COVID - 19 Response team is hosting a community conversation on Wednesday evening to discuss how the region is handling the public health and economic emer gency.",spokane,Washington
22,"1 Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release: April 1 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SPHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
23,"Media Contact: SpokaneCOVIDResponse@gmail.om For Immediate Release April 3 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SPHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
24,"### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 1 3 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
25,"### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 3 1 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
26,"### Media Contact: SpokaneCOVIDResponse@gmail.om For Immediate Release April 4 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SPHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
27,"Media Contact: Joint Information Center | Email: ECCPIO@spokanecounty.org For Immediate Release: March 27 , 2020 Spokane County has first confirmed COVID - 19 Death Take steps to protect yourself and people around you from the disease.",spokane,Washington
28,"1 Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release: March 3 1 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SPHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
29,"### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 2 7 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
30,"### 1 Media Contact: SpokaneCOVIDResponse@gmail.com | www.SpokaneCOVIDResponse.org For Immediate Release: March 2 3 , 2020 COVID - 19 Update Today, the Washington State Department of Health (DOH) confirmed new positive case s of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
31,#InlandStrong #StayHomeStayHealthy Media Contact: SpokaneCOVIDResponse@gmail.,spokane,Washington
32,"### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 1 8 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
33,"Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 2 1 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
34,"# # # Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 17, 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
35,"Our Washington Listens partners: American Indian Community Center (AICC) Colville Tribes Community Integrated Health Services (CIHS) Crisis Connections Frontier Behavioral Health Okanogan Behavioral Healthcare (OBHC) Swinomish Tribe CALL Washington Listens 1-833- 681 -0211 Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 30 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
36,"### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 1 4 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
37,"### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 1 2 , 2020 Revised testing criteria makes more people eligible for COVID - 19 testing Spokane, Wash. Local healthcare providers are using revised criteria t o make testing more available to patients experiencing COVID - 19 - like symptoms or who were in close contact with a confirmed case .",spokane,Washington
38,"A complete list and map of COVID - 19 screening locations in Spokane County is available at https://srhd.org/ For additional official information about the screening clinic and the Inland COVID Response , refer to spokanecovidresponse.or g ### Media Contact: SpokaneCOVIDResponse@gmail.com For Immediate Release May 1 9 , 2020 COVID - 19 Update Spokane, Wash. - Today, Spokane Regional Health District (SRHD) has confirmed new positive cases of 2019 novel coronavirus (COVID - 19) in Spokane County.",spokane,Washington
39,"Yakima Health District Media Release For immediate release: August 17, 2020 Contact: Lilián Bravo, Director of Public Health Partnerships 509-930-4787 Wildfire Smoke may cause Health Problems and Increase Risk of COVID-19 YAKIMA, WA- As wildfires continue, protect yourself and your family by avoiding going outdoors as much as possible.",yakima,Washington
40,"Wildfire smoke contains high levels of small particles (PM 2.5) which can get into your eyes and lungs and cause a range of health problems: • Trouble breathing • Headaches • Coughing • Asthma attack • Stinging eyes • Chest pain- • Irritated sinuses • Fast heartbeat Breathing in wildfire smoke can also weaken your lungs and immune system, making you more susceptible to respiratory infections including COVID-19.",yakima,Washington
41,Individuals with COVID-19 may also be at more risk for negative health effects from wildfire smoke exposure because of compromised immune function.,yakima,Washington
42,"Populations sensitive to wildfire smoke exposure include individuals with chronic health conditions (such as those with chronic lung disease, heart disease and stroke survivors), children, pregnant women, and people over 65 years of age.",yakima,Washington
43,Some of these groups are also those at most risk of COVID-19 and should seek medical attention immediately if they experience severe symptoms such as chest pain or difficulty breathing.,yakima,Washington
44,"Everyone should take precautions against wildfire smoke, including high risk groups: • Stay indoors when possible • Limit physical activity outdoors • Ensure windows, doors, and vents are closed while at home and driving in your car • Do not add to indoor pollution by using vacuums, candles, fireplaces, or gas stoves • Create a clean room in the house using High Efficiency Particulate Air (HEPA) filters for health impaired family members Wear a cloth face covering in public places to prevent the spread of COVID-19.",yakima,Washington
45,Cloth face coverings do not protect you from wildfire smoke.,yakima,Washington
46,Call your health care provider if you have any questions or your symptoms worsen.,yakima,Washington
47,"For more information: Washington Smoke Information http://wasmoke.blogspot.com/p/national-interagency-fire- information.html Washington’s Air Monitoring Network https://fortress.wa.gov/ecy/enviwa/ ### Yakima Health District Anuncio de Prensa Para publicación de inmediato: 17 de agosto del 2020 Contacto: Lilián Bravo, Directora de Asociaciones de Salud Pública 509-930-4787 El humo de los incendios forestales puede causar problemas de salud y aumentar el riesgo de COVID-19 YAKIMA, WA- A medida que los incendios forestales continúan, protéjase a sí mismo y a su familia evitando salir al aire libre tanto como sea posible.",yakima,Washington
48,"El humo de los incendios forestales contiene altos niveles de partículas pequeñas (PM 2.5) que pueden entrar en los ojos y los pulmones y causar una serie de problemas de salud: • Dificultad de respirar • Dolores de cabeza • Toser • Ataque de asma • Ardor de ojos • Dolor en el pecho • Sinusitis irritadas • Latidos del Corazón rápidos Respirar humo de incendios forestales también puede debilitar los pulmones y el sistema inmunitario, lo que te hace más susceptible a las infecciones respiratorias, incluido EL COVID-19.",yakima,Washington
49,Individuos con COVID-19 también pueden estar en mayor riesgo de efectos negativos para la salud de la exposición al humo de incendios forestales debido a la función inmune comprometida.,yakima,Washington
50,"Las poblaciones sensibles a la exposición al humo de los incendios forestales incluyen a las personas con enfermedades crónicas (como las personas con enfermedad pulmonar crónica, los sobrevivientes de enfermedades cardíacas y accidentes cerebrovasculares), los niños, las mujeres embarazadas y las personas mayores de 65 años.",yakima,Washington
51,Algunos de estos grupos también son aquellos con mayor riesgo de COVID-19 y deben buscar atención médica inmediatamente si experimentan síntomas graves como dolor en el pecho o dificultad para respirar.,yakima,Washington
52,"Todas las personas deben tomar precauciones contra el humo de incendios forestales, incluidos los grupos de alto riesgo: • Permanezca en el interior cuando sea posible • Limitar la actividad física al aire libre • Asegúrese de que las ventanas, puertas y respiraderos estén cerrados mientras está en casa y cuando conduce su coche • No añada a la contaminación interior con el uso de aspiradoras, velas, chimeneas o estufas de gas • Crear una habitación limpia en la casa utilizando filtros de aire de partículas de alta eficiencia (HEPA) para los miembros de la familia con problemas de salud • Use una cubierta de tela en lugares públicos para evitar la propagación de COVID-19.",yakima,Washington
53,Las cubiertas de tela no te protegen del humo de los incendios forestales.,yakima,Washington
54,Llame a su proveedor de atención médica si tiene alguna pregunta o sus síntomas empeoran.,yakima,Washington
55,Para más información: Información sobre el humo de Washington http://wasmoke.blogspot.com/p/national-interagency-fire- information.html Red de Monitoreo Aéreo de Washington https://fortress.wa.gov/ecy/enviwa/ ###,yakima,Washington
56,"Media Advisory For immediate release: August 7, 2020 YHD: Lilian Bravo, Director of Public Health Partnerships 509.930.4787 YVL: Krystal Corbray, Programming and Marketing Librarian 509.759.5821 Curbside Library Services Added to Yakima County’s “Roadmap to Recovery” YAKIMA, WA – Residents in Yakima County have been doing a good job of following public health recommendations.",yakima,Washington
57,"This is evident in the consistent slowing of COVID-19 infection in our community as demonstrated in the decline of daily case counts, decrease in percent of positive cases, and lower hospitalization rates.",yakima,Washington
58,"As COVID-19 infection reduces in our community, other services and facilities can be considered for incremental opening.",yakima,Washington
59,The newest service being curbside and mail library services.,yakima,Washington
60,Several community members communicated a desire to see their local libraries opened up to ensure access to books and other resources.,yakima,Washington
61,"The Yakima Health District proposed these changes to the State Department of Health, and these activities were subsequently approved.",yakima,Washington
62,"Effective immediately, libraries can open as soon as they are able to come into compliance with Phase 2 Curbside Library Services Requirements.",yakima,Washington
63,"“I am extremely pleased by this news, and grateful for the support of community members who advocated on behalf of the Library,” said Kim Hixson, executive director of Yakima Valley Libraries.",yakima,Washington
64,"“Our management team is already working to finalize requirements necessary for us to begin providing curbside service, so the public can expect additional information in the very near future.” Additional Resources Safe Start Yakima Safe Start Washington COVID-19 Risk Assessment Dashboard 1 Comunicado de Prensa Para publicación inmediata: 7 de agosto de 2020 YHD: Lilian Bravo, Director of Public Health Partnerships 509.930.4787 YVL: Krystal Corbray, Programming and Marketing Librarian 509.759.5821 Servicios de Biblioteca Agregados al ""Mapa Vial a la Recuperación"" del Condado de Yakima YAKIMA, WA - Los residentes del condado de Yakima han estado haciendo un buen trabajo al seguir las recomendaciones de salud pública.",yakima,Washington
65,"Esto es evidente en la disminución constante de la infección por COVID-19 en nuestra comunidad, como se demuestra en la disminución de los recuentos diarios de casos, la disminución del porcentaje de casos positivos y las tasas de hospitalización más bajas.",yakima,Washington
66,"A medida que la infección por COVID-19 se reduce en nuestra comunidad, se pueden considerar otras instalaciones y servicios para la apertura incremental.",yakima,Washington
67,Los servicios más nuevos son los servicios de biblioteca.,yakima,Washington
68,Varios miembros de la comunidad comunicaron su deseo de ver abiertas sus bibliotecas locales para garantizar el acceso a libros y otros recursos.,yakima,Washington
69,"El Distrito de Salud de Yakima propuso estos cambios al Departamento de Salud, y estas actividades fueron posteriormente aprobadas.",yakima,Washington
70,"Con efecto inmediato, las bibliotecas pueden abrir tan pronto como puedan cumplir con los requisitos de los Servicios Bibliotecarios en la Acera de la Fase 2.",yakima,Washington
71,"“Estoy muy complacido con estas noticias y estoy muy agradecido por el apoyo de los miembros de la comunidad que abogaron en nombre de la biblioteca,” dijo Kim Hixson, directora ejecutiva de Bibliotecas del Valle de Yakima.",yakima,Washington
72,"“Nuestro equipo de administración ya está trabajando para finalizar los requisitos necesarios para que podamos comenzar a brindar servicios en la acera, de modo que el público pueda esperar información adicional pronto.” Recursos adicionales Safe Start Yakima Safe Start Washington COVID-19 Risk Assessment Dashboard ### 1",yakima,Washington
73,"Scraping from http://whatcomcounty.us/3374/Resources-for-Businesses-Organizations Resources for Businesses and Community Organizations Page updated August 18, 2020 at 11:55 a.m.",whatcom,Washington
74,"Information on interim guidance and other resources for preventing exposure to and infection with COVID-19.If you have general inquiries or need assistance with your safe start plans, please contact us:By email: covid@co.whatcom.wa.usDuring business hours: 360-778-6100Information about what to do if you have an ill worker can be found in this FAQ.Health Department Guidance for Specific FieldsChild Care and SchoolsChecklist for child care administratorsGuidelines for Childcare Providers & Early LearningFaith CommunityEngaging Safely with Your Religious Community during the COVID-19 outbreakFAQs for Faith-Based CommunitiesGuidance for Drive-In Religious ServicesWhat to do if a worker is sick or tests positive for COVID-19Our FAQ document outlines what to do when a worker shows signs of COVID-19 or tests positive.",whatcom,Washington
75,"Scraping from http://whatcomcounty.us/3388/COVID-19-Testing COVID-19 Testing Page updated: Monday, August 17, 1:09 p.m.I am looking for...Scheduling a testing appointment with the WCHD/WUC mobile testingAll Whatcom County testing locationsHow to get testedTesting costsMobile Testing Program Drive-through testing is available through our mobile testing program at no cost to you.",whatcom,Washington
76,"Current hours:1:00 - 4:00 p.mMonday, August 17 - Wednesday, August 19Friday, August 21Saturday, August 22Capacity:Up to 240 people per dayRegister for an appointmentYou can make an appointment:Online at TestDirectly.com/whatcom.By phone at 360-778-6075.",whatcom,Washington
77,"Monday, August 17, 2020 WEEKLY COVID-19 SNAPSHOT Weekly COVID-19 Snapshot shows fewer in hospital SHOWS FEWER IN HOSPITAL The latest snapshot of COVID-19 activity in Snohomish County contains some good news: a The latest snapshot of COVID-19 activity slight decrease in hospital beds occupied by COVID patients, a decrease in the average in Snohomish County contains some percentage of tests coming back positive, and a higher percentage of cases being contacted by good news, but we’ve got a long way to public health staff in 24-48 hours.",snohomish,Washington
78,"However, our case rate remains high and there has been a go before we can open up further.",snohomish,Washington
79,decrease in the percentage of close contacts reached by public health staff within 48 hours.,snohomish,Washington
80,Remember to take steps to prevent the spread of illness.,snohomish,Washington
81,"Wear a mask in shared spaces, wash your hands often, clean and sanitize frequently touched surfaces, stay home if you are ill, and avoid large gatherings even if you are not ill.",snohomish,Washington
82,"If you get a call from public health staff, please call them back.",snohomish,Washington
83,"If you are worried about scams, remember that public health staff calling about COVID-19 will NOT ask for your social security number, bank account information, or for a payment of any kind.",snohomish,Washington
84,"They may ask questions about who you have been in close contact with, what your symptoms are, and other relevant information.",snohomish,Washington
85,See the latest Snapshot and other updated COVID-19 data at www.snohd.org/499/COVID-19- Case-Count-Info.,snohomish,Washington
86,COVID-19 HAS CLAIMED MORE COVID-19 has claimed more than 200 people in Snohomish County THAN 200 PEOPLE IN SNOHOMISH COVID-19 is not the flu.,snohomish,Washington
87,The latest data show more than 200 families in Snohomish County COUNTY have lost loved ones since February.,snohomish,Washington
88,That’s more than five years of flu deaths in the county The latest data show more than 200 combined.,snohomish,Washington
89,families in Snohomish County has lost Flu Deaths loved ones since February.,snohomish,Washington
90,That’s more than five years of flu deaths in the  2015-2016: 9 deaths county combined.,snohomish,Washington
91, 2016-2017: 45 deaths  2017-2018: 40 deaths  2018-2019: 26 deaths  2019-2020: 11 deaths You can help fight this pandemic.,snohomish,Washington
92,"Wear a mask, wash your hands, and limit your outings.",snohomish,Washington
93,#InItTogether SNOHOMISH COUNTY PARKS TO Snohomish County Parks to host food drive at Evergreen State Fair Park HOST FOOD DRIVE AT EVERGREEN Snohomish County Fair Park staff and STATE FAIR PARK volunteers are planning a countywide A county-wide drive-thru food drive will drive-thru food drive on Aug. 27 as a way be held at Evergreen State Fair Park on to celebrate the Fair community even August 27 from 4-7 p.m. Decorate your though the Evergreen State Fair was vehicle in a fun Fair-inspired theme to canceled due to COVID-19.,snohomish,Washington
94,"It will be hosted at the Evergreen State Fair Park in win prizes, including admission and Monroe from 4:00-7:00 p.m. in the West parking lot.",snohomish,Washington
95,carnival tickets to the 2021 Evergreen State Fair.,snohomish,Washington
96,Details at right.,snohomish,Washington
97,You are invited to decorate your vehicle in a fun Fair-inspired theme!,snohomish,Washington
98,"Ideas could include: County Fair elements, Americana, fair food, carnival ride, race car or even a pig!",snohomish,Washington
99,Participants could win a Family 4–Pack of Fair admission and Carnival tickets to the 2021 Evergreen State Fair.,snohomish,Washington
100,Businesses are also welcome to decorate their business vehicle for a chance to win 12 fair admissions.,snohomish,Washington
101,There will also be a variety of food trucks at the event for take-out.,snohomish,Washington
102,See the full press release for more information.,snohomish,Washington
103,MARYSVILLE OFFERING ‘OPEN Marysville offering ‘Open for Business’ posters FOR BUSINESS’ POSTERS The City of Marysville is distributing “Open for Business” posters to Marysville businesses that The City of Marysville is distributing are open or preparing to open safely within state guidelines.,snohomish,Washington
104,Businesses can also submit “Open for Business” posters to information to be included on the city’s Support Local Business web page.,snohomish,Washington
105,Marysville businesses.,snohomish,Washington
106,"One poster per business is available at any of the following locations:  Bonefish Grill, 2537 172nd St. NE, 360-657-5629  Coastal Farm & Ranch, 9623 State Ave., 360-658-2500  The Greater Marysville Tulalip Chamber of Commerce, 8825 34th Ave. NE, 360-659- 7700  The Creamery Co. Coffee House & Frozen Yogurt Shoppe, 1206 State Ave., Suites A&B, 360-386-8694 To add your business to the city web page, please email socialnetworking@marysvillewa.gov with business name, address, phone number and business hours.",snohomish,Washington
107,Include the website link (if available) or a one-sentence description of your products or services.,snohomish,Washington
108,"If you offer curbside pickup, online orders or delivery, please include that information as well.",snohomish,Washington
109,"FIND DRIVE-IN WIFI HOTSPOTS IN Find Drive-In WiFi hotspots in Snohomish County SNOHOMISH COUNTY In response to the impacts of COVID-19, Drive-In WiFi Drive-in WiFi hotspots provide free Hotspots provide free temporary, emergency internet temporary, emergency internet access access for Washingtonians who do not have broadband for Washingtonians who do not have service to their homes.",snohomish,Washington
110,broadband service to their homes.,snohomish,Washington
111,Access the Drive-In WiFi Hotspots locator tool on the Washington State Department of Commerce website here.,snohomish,Washington
112,INSLEE ISSUES PROCLAMATION Inslee issues proclamation for food production paid leave program FOR FOOD PRODUCTION PAID Gov.,snohomish,Washington
113,Jay Inslee last week issued a proclamation that sets forth the parameters for the LEAVE PROGRAM Washington COVID-19 Food Production Paid Leave Program.,snohomish,Washington
114,The proclamation follows the Gov.,snohomish,Washington
115,"Jay Inslee last week issued a governor's announcement on Monday, and will go into effect on Aug. 18, 2020. proclamation that sets forth the The program provides a $3 million fund to support workers in the food production industry parameters for the Washington COVID- who are unable to obtain leave through the Families First Coronavirus Response Act.",snohomish,Washington
